ID	A.S623	A.S624	A.S625	A.S626	A.S627	A.S628	A.S629	A.S630	A.S631	A.S632	A.S633	A.S634	A.S635	A.S636	A.S637	A.S638	A.S639	A.S640	A.S641	A.S642	A.S643	A.S644	A.S645	A.S646	A.S647	A.S648	A.S649	A.S650	A.S651	A.S652	A.S653	A.S654	A.S655	A.S656	A.S657	A.S658	A.S659	A.S660	A.S661	A.S662	A.S663	A.S664	A.S665	A.S666	A.S667	A.S668	A.S669	A.S670	A.S671	A.S672	A.S673	A.S674	A.S675	A.S676	A.S677	A.S678	A.S679	A.S680	A.S681	A.S682	A.S683	A.S684	A.S685	A.S686	A.S687	A.S688	A.S689	A.S690	A.S691	A.S692	A.S693	A.S694	A.S695	A.S696	A.S697	A.S698	A.S699	A.S700	A.S701	A.S702	A.S703	A.S704	A.S705	A.S706	A.S707	A.S708	A.S709	A.S710	A.S711	A.S712	A.S713	A.S714	A.S715	A.S716	A.S717	A.S718	A.S719	A.S720	A.S721	A.S722	A.S723	A.S724	A.S725	A.S726	A.S727	A.S728	A.S729	A.S730	A.S731	A.S732	A.S733	A.S734	A.S735	A.S736	A.S737	A.S738	A.S739	A.S740	A.S741	A.S742	A.S743	A.S744	A.S745	A.S746	A.S747	A.S748	A.S749	A.S750	A.S751	A.S752	A.S753	A.S754	A.S755	A.S756	A.S757	A.S758	A.S759	A.S760	A.S761	A.S762	A.S763	A.S764	A.S765	A.S766	A.S767	A.S768	A.S769	A.S936	A.S937	A.S938	A.S939	A.S940	A.S941	A.S942	A.S943	A.S944	
Holdemanella	0.00000000	0.00000000	0.03547966	0.00054607	0.00087064	0.00018922	0.00150614	0.01280777	0.00037685	0.00306783	0.00000000	0.00016760	0.00000000	0.00000000	0.04654159	0.00000000	0.00000000	0.00000000	0.00017080	0.00982326	0.00000000	0.00036987	0.00144741	0.00065574	0.00000000	0.00032671	0.00000000	0.00000000	0.00025576	0.00032561	0.00000000	0.00021289	0.01941206	0.02194312	0.00000000	0.00759206	0.00224765	0.00032881	0.00000000	0.00141215	0.00034899	0.10757821	0.00000000	0.01394549	0.00046719	0.00000000	0.00068928	0.00072778	0.01220427	0.00034784	0.01349449	0.00019922	0.00040505	0.01202155	0.00000000	0.00781651	0.00000000	0.00575804	0.00000000	0.02969164	0.00015144	0.00048150	0.02715850	0.02465421	0.01960310	0.02694051	0.00021019	0.00000000	0.00038397	0.00000000	0.00055463	0.00025898	0.00027609	0.00756246	0.00031224	0.00026686	0.00000000	0.00016220	0.00104964	0.00000000	0.00040995	0.08884767	0.01836388	0.00048121	0.00058277	0.03084983	0.01889740	0.00000000	0.00067697	0.00074920	0.00064572	0.06586857	0.00000000	0.01442505	0.00000000	0.00490481	0.00054865	0.00056158	0.00271081	0.00000000	0.00242204	0.02197721	0.01372147	0.00023144	0.00347937	0.00087829	0.00704985	0.00423937	0.00021549	0.02461751	0.00044603	0.00563935	0.00828866	0.00034464	0.00062361	0.00053849	0.00038326	0.00043868	0.00043113	0.00016773	0.00131120	0.00000000	0.00000000	0.01448516	0.00070451	0.00940776	0.00038492	0.00297397	0.00259060	0.03353820	0.00000000	0.00028083	0.00220376	0.00029834	0.00546677	0.00083860	0.00685753	0.03074400	0.00009176	0.00000000	0.00744011	0.00049004	0.00000000	0.09341556	0.00095466	0.00000000	0.00000000	0.00038531	0.00018813	0.00026602	0.01309452	0.00000000	0.00016313	0.00076746	0.00020860	0.00015826	
Holdemania	0.00000000	0.00000000	0.00022985	0.00479279	0.00027980	0.00000000	0.00074532	0.00064684	0.00043742	0.00065054	0.00000000	0.00047122	0.00000000	0.00000000	0.00036160	0.00000000	0.00000000	0.00044330	0.00022944	0.00028909	0.00000000	0.00073670	0.00000000	0.00032145	0.00000000	0.00041772	0.00000000	0.00000000	0.00000000	0.00027038	0.00066514	0.00034156	0.00000000	0.00000000	0.00000000	0.00033210	0.00044629	0.00000000	0.00000000	0.00000000	0.00032405	0.00025378	0.00000000	0.00040702	0.00023790	0.00023760	0.00017206	0.00036868	0.00000000	0.00028886	0.00040712	0.00044457	0.00027462	0.00039015	0.00000000	0.00020423	0.00000000	0.00036179	0.00000000	0.00000000	0.00024815	0.00034378	0.00051253	0.00000000	0.00061095	0.00036519	0.00033200	0.00000000	0.00053797	0.00045906	0.00000000	0.00028385	0.00025152	0.00048500	0.00024288	0.00022283	0.00026980	0.00025290	0.00065961	0.00000000	0.00239391	0.00042267	0.00025611	0.00000000	0.00123014	0.00000000	0.00043427	0.00000000	0.00000000	0.00000000	0.00035902	0.00000000	0.00000000	0.00072278	0.00029192	0.00043331	0.00025394	0.00000000	0.00026440	0.00000000	0.00017888	0.00119599	0.00000000	0.00026459	0.00040544	0.00057532	0.00023063	0.00000000	0.00016281	0.00027256	0.00000000	0.00000000	0.00042452	0.01088549	0.00000000	0.00038847	0.00043507	0.00000000	0.00036789	0.00034624	0.00078991	0.00000000	0.00000000	0.00036695	0.00050355	0.00038650	0.00021731	0.00000000	0.00064554	0.00035909	0.00026100	0.00038472	0.00129922	0.00036973	0.00014436	0.00000000	0.00049377	0.00046827	0.00021162	0.00000000	0.00033924	0.00023092	0.00073195	0.00000000	0.00010896	0.00000000	0.00000000	0.00000000	0.00031389	0.00070305	0.00070651	0.00000000	0.00000000	0.00000000	0.00022439	0.00022915	
Intestinibacter	0.00000000	0.00000000	0.00241894	0.00000000	0.00059848	0.00000000	0.00693811	0.00000000	0.00000000	0.00314839	0.00000000	0.00000000	0.00000000	0.00146867	0.00450776	0.00000000	0.00379356	0.00000000	0.00000000	0.00009258	0.00197813	0.00069257	0.00000000	0.00420361	0.00000000	0.00024404	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01060518	0.00262315	0.00000000	0.00000000	0.00000000	0.00000000	0.00830312	0.00000000	0.00000000	0.00029202	0.00253278	0.00000000	0.00000000	0.00242107	0.01184861	0.00000000	0.00035866	0.00000000	0.00000000	0.00117544	0.00000000	0.00000000	0.00000000	0.02327801	0.00000000	0.00000000	0.00393970	0.00000000	0.00470456	0.00762630	0.00000000	0.00000000	0.00435156	0.00000000	0.00345336	0.00000000	0.00026876	0.00774277	0.00035570	0.00029836	0.00000000	0.00107785	0.00000000	0.00027365	0.00000000	0.00098096	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00053546	0.00019322	0.01889167	0.00175674	0.00000000	0.00751480	0.00000000	0.00022296	0.00270388	0.00009792	0.00000000	0.00049271	0.00000000	0.00058474	0.00234830	0.00000000	0.00436142	0.00107112	0.00000000	0.01697679	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029564	0.00000000	0.00022679	0.00000000	0.00000000	0.00291943	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013146	0.00429868	0.00017162	0.00000000	0.00064702	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010865	0.00000000	0.00000000	0.00000000	0.00018649	0.00000000	0.00473684	0.00843903	0.00304058	0.00000000	0.00000000	0.00034944	
Klebsiella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00090515	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03813001	0.00000000	0.00000000	0.08477664	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01071313	0.00000000	0.00390409	0.00000000	0.00000000	0.00000000	0.00000000	0.06607896	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00436715	0.01849719	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022447	0.00000000	0.00000000	0.00000000	0.00000000	0.03143333	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00868316	0.00000000	0.00012427	0.01268824	0.00228950	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01409888	0.00000000	0.00000000	0.12982214	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lachnoanaerobaculum	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019507	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lachnoclostridium	0.00456621	0.00377155	0.00523288	0.00498348	0.00771458	0.00344001	0.00474815	0.00710528	0.00587400	0.00608278	0.00249191	0.00414536	0.00483985	0.00613290	0.00530206	0.00000000	0.00112210	0.00627217	0.00468950	0.00521448	0.00507355	0.00613522	0.00492504	0.00512934	0.00049051	0.00499598	0.00369798	0.00244388	0.00615855	0.00629499	0.00411341	0.00921499	0.00523637	0.00331787	0.00247152	0.00644414	0.00527481	0.00276621	0.00000000	0.00444690	0.00886829	0.00341554	0.00197113	0.00576150	0.00763786	0.02105072	0.00727220	0.00453437	0.00383385	0.00521205	0.00352464	0.00747800	0.00896206	0.00472342	0.00060703	0.00337287	0.00179446	0.00919104	0.01925223	0.00619347	0.00476262	0.00572783	0.00451229	0.00375331	0.00884050	0.00473948	0.00425836	0.04512142	0.00709240	0.06197138	0.00732905	0.00430991	0.00737015	0.00342225	0.00698302	0.00384806	0.00575565	0.00601767	0.00384300	0.01308784	0.00677799	0.00561436	0.00745901	0.00329928	0.00815722	0.00181556	0.00543101	0.00049064	0.00717683	0.00692916	0.00469812	0.00438466	0.00504704	0.00553359	0.00682077	0.00662359	0.00481540	0.00142679	0.00511336	0.00045025	0.00240406	0.00716709	0.00717688	0.00469173	0.00439316	0.00644668	0.00522943	0.00314073	0.00428100	0.00383631	0.00528383	0.00454959	0.00752955	0.01318512	0.00573037	0.00453347	0.00761661	0.00264803	0.00620346	0.00472357	0.00483066	0.02797373	0.00609858	0.00558865	0.00443138	0.00568991	0.00445818	0.00467759	0.00610266	0.00709690	0.00377903	0.00606473	0.00626979	0.00503634	0.00377493	0.00118598	0.00455989	0.00418145	0.01660722	0.00308732	0.00705240	0.00534083	0.00619823	0.00236577	0.00234852	0.00000000	0.00232843	0.02442833	0.00566215	0.00603645	0.00714185	0.01063491	0.00510373	0.00372428	0.00574217	0.00640367	
Lactobacillus	0.00000000	0.00459147	0.03671416	0.00028832	0.00060674	0.03134551	0.00531966	0.00055527	0.00041526	0.00053068	0.00000000	0.00030114	0.00150264	0.00000000	0.00082016	0.00000000	0.00000000	0.00000000	0.00046698	0.00050497	0.00049151	0.00053773	0.00109952	0.00455048	0.00367639	0.02253473	0.00000000	0.00000000	0.01421499	0.00059418	0.00061421	0.00213148	0.11852625	0.00098568	0.00000000	0.01086159	0.08791324	0.00073187	0.00061388	0.00000000	0.00143163	0.00031158	0.15985230	0.00056813	0.00084752	0.00000000	0.00023341	0.00072824	0.00000000	0.00050034	0.00069216	0.00043389	0.00055146	0.00067251	0.00000000	0.01339672	0.00000000	0.00410673	0.00000000	0.00046561	0.00042760	0.00054475	0.00072724	0.00000000	0.00080328	0.00040025	0.00070217	0.00000000	0.00057542	0.00013479	0.00053012	0.00067402	0.00057679	0.00055825	0.00032506	0.00069353	0.00042508	0.00043480	0.00047042	0.00000000	0.00040302	0.00059062	0.00043651	0.00256701	0.00038868	0.00000000	0.00039074	0.00000000	0.00505319	0.00000000	0.00045701	0.00055011	0.00052198	0.03486339	0.00077502	0.00047150	0.00047549	0.00000000	0.00042092	0.18539050	0.00017826	0.00448594	0.00048310	0.00045091	0.00023798	0.00091497	0.00035079	0.00710274	0.00021356	0.00057938	0.00072498	0.01115263	0.00000000	0.00039632	0.00051983	0.00042763	0.00050339	0.00327554	0.00046821	0.00029832	0.00056000	0.00034634	0.00000000	0.00044879	0.00056137	0.00054978	0.00034651	0.00036989	0.00043545	0.00079791	0.00080015	0.00054800	0.00062366	0.00045711	0.00029075	0.00000000	0.00048231	0.00038177	0.00022487	0.00023746	0.00021573	0.00029773	0.00027101	0.00025295	0.00013509	0.00159211	0.00000000	0.00040119	0.00035907	0.00026568	0.00044562	0.00087005	0.00053435	0.00021163	0.00094536	0.00045834	
Lactococcus	0.00000000	0.00000000	0.01826461	0.00000000	0.00299825	0.00000000	0.00000000	0.00000000	0.00046114	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013479	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040650	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00340620	0.00000000	0.00000000	0.00000000	0.00010178	0.00010066	0.00000000	0.00000000	0.00070768	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00220894	0.00000000	0.00000000	0.00000000	0.00000000	0.00013038	0.00546807	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00046700	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Leuconostoc	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015009	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mahella	0.00000000	0.00000000	0.00098854	0.00000000	0.00018417	0.00000000	0.00015890	0.00022866	0.00000000	0.00063866	0.00000000	0.00012629	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019517	0.00009877	0.00041641	0.00000000	0.00058951	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00047782	0.00000000	0.00000000	0.00000000	0.00025699	0.00033043	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033038	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00058860	0.00039062	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00066342	0.00071542	0.00015079	0.00000000	0.00024211	0.00000000	0.00017546	0.00000000	0.00000000	0.00000000	0.00000000	0.00017240	0.00000000	0.00013608	0.00010708	0.00018379	0.00026835	0.00030204	0.00000000	0.00000000	0.00000000	0.00000000	0.00019277	0.00000000	0.00028735	0.00000000	0.00021023	0.00000000	0.00000000	0.00000000	0.00020460	0.00000000	0.00000000	0.00000000	0.00012825	0.00022658	0.00018631	0.00000000	0.00069836	0.00000000	0.00010901	0.00000000	0.00062576	0.00018284	0.00026128	0.00000000	0.00059882	0.00000000	0.00000000	0.00028448	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00039632	0.00000000	0.00000000	0.00000000	0.00000000	0.00021927	0.00000000	0.00000000	0.00020560	0.00000000	0.00000000	0.00000000	0.00000000	0.00035170	0.00023114	0.00020431	0.00032818	0.00038204	0.00038784	0.00000000	0.00000000	0.00031676	0.00019810	0.00000000	0.00000000	0.00000000	0.00015073	0.00000000	0.00000000	0.00010200	0.00000000	0.00000000	0.00000000	0.00058364	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017357	0.00000000	
Marvinbryantia	0.00127584	0.00246868	0.00201156	0.00195912	0.00100228	0.00275959	0.00103743	0.00462458	0.00252785	0.00164226	0.00062138	0.00073612	0.00113381	0.00115331	0.00274238	0.00000000	0.00095586	0.00138406	0.00095618	0.00081034	0.00145674	0.00199787	0.00234804	0.00089296	0.00000000	0.00184815	0.00225140	0.00204965	0.00125700	0.00171478	0.00102060	0.00250223	0.00210668	0.00096325	0.00067432	0.00219992	0.00161763	0.00239038	0.00078339	0.00125966	0.00129157	0.00155915	0.00025174	0.00128521	0.00178728	0.00039051	0.00102047	0.00184245	0.00180421	0.00195507	0.00082643	0.00271813	0.00258422	0.00178817	0.00112581	0.00099240	0.00087191	0.00134916	0.00158863	0.00196486	0.00207524	0.00107714	0.00104420	0.00238404	0.00259228	0.00112441	0.00158233	0.00000000	0.00288200	0.00069898	0.00227050	0.00133292	0.00200591	0.00138510	0.00603921	0.00106337	0.00087456	0.00110205	0.00066085	0.00121839	0.00101780	0.00164592	0.00152200	0.00218531	0.00199337	0.00130972	0.00127776	0.00223755	0.00336778	0.00183523	0.00170042	0.00279008	0.00109473	0.00170004	0.00109983	0.00079562	0.00201064	0.00086935	0.00177089	0.00016878	0.00048163	0.00057546	0.00118962	0.00105632	0.00077556	0.00372243	0.00203342	0.00042300	0.00086080	0.00123814	0.00166042	0.00041699	0.00042566	0.00150542	0.00150157	0.00051320	0.00199393	0.00024753	0.00108845	0.00078782	0.00156348	0.00153245	0.00016585	0.00154262	0.00119030	0.00150566	0.00121970	0.00164496	0.00170153	0.00147806	0.00083018	0.00096103	0.00146992	0.00066284	0.00048688	0.00121757	0.00089063	0.00064682	0.00065948	0.00089406	0.00060374	0.00053255	0.00070846	0.00061696	0.00039575	0.00000000	0.00043788	0.00174653	0.00182843	0.00067014	0.00235117	0.00091995	0.00084604	0.00049665	0.00081815	0.00083437	
Megamonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00366259	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01859833	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013389	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014458	0.00000000	0.00000000	0.00428265	0.00012204	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00074303	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02136159	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00080214	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00853733	0.03527376	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Megasphaera	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00949998	0.00000000	0.00000000	0.00321066	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00082216	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038038	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00795057	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021874	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00476940	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01283397	
