ID	A.SRS011061	A.SRS011134	A.SRS011239	A.SRS011271	A.SRS011302	A.SRS011405	A.SRS011452	A.SRS011529	A.SRS011586	A.SRS012273	A.SRS012902	A.SRS013158	A.SRS013215	A.SRS013476	A.SRS013521	A.SRS013687	A.SRS013800	A.SRS013951	A.SRS014235	A.SRS014287	A.SRS014313	A.SRS014459	A.SRS014613	A.SRS014683	A.SRS014923	A.SRS014979	A.SRS015065	A.SRS015133	A.SRS015190	A.SRS015217	A.SRS015264	A.SRS015369	A.SRS015578	A.SRS015663	A.SRS015782	A.SRS015794	A.SRS015854	A.SRS015960	A.SRS016018	A.SRS016056	A.SRS016095	A.SRS016203	A.SRS016267	A.SRS016335	A.SRS016495	A.SRS016517	A.SRS016585	A.SRS016753	A.SRS016954	A.SRS016989	A.SRS017103	A.SRS017191	A.SRS017247	A.SRS017307	A.SRS017433	A.SRS017521	A.SRS017701	A.SRS017821	A.SRS018133	A.SRS018313	A.SRS018351	A.SRS018427	A.SRS018575	A.SRS018656	A.SRS018817	A.SRS019030	A.SRS019161	A.SRS019267	A.SRS019397	A.SRS019582	A.SRS019601	A.SRS019685	A.SRS019787	A.SRS019910	A.SRS019968	A.SRS020233	A.SRS020328	A.SRS020869	A.SRS021484	A.SRS021948	A.SRS022071	A.SRS022137	A.SRS022524	A.SRS022609	A.SRS022713	A.SRS023176	A.SRS023346	A.SRS023526	A.SRS023583	A.SRS023829	A.SRS023914	A.SRS023971	A.SRS024009	A.SRS024075	A.SRS024132	A.SRS024265	A.SRS024331	A.SRS024388	A.SRS024435	A.SRS024549	A.SRS024625	A.SRS042284	A.SRS042628	A.SRS043001	A.SRS043411	A.SRS043701	A.SRS045004	A.SRS045645	A.SRS045713	A.SRS047014	A.SRS047044	A.SRS048164	A.SRS048870	A.SRS049164	A.SRS049712	A.SRS049900	A.SRS049959	A.SRS049995	A.SRS050299	A.SRS050422	A.SRS050752	A.SRS050925	A.SRS051031	A.SRS051882	A.SRS052027	A.SRS052697	A.SRS053214	A.SRS053335	A.SRS053398	A.SRS054590	A.SRS054956	A.SRS055982	A.SRS056259	A.SRS056519	A.SRS057478	A.SRS057717	A.SRS058723	A.SRS058770	A.SRS062427	A.SRS063040	A.SRS063985	A.SRS064276	A.SRS064557	A.SRS064645	A.SRS065504	A.SRS075398	A.SRS077730	A.SRS078176	
Blastocystis	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031892	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00503070	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00332276	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015959	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009946	0.00017960	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01107339	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01073825	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00048152	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01137444	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Blautia	0.00075236	0.00108005	0.00048215	0.00587827	0.00190331	0.00055422	0.00029980	0.00081125	0.00287292	0.00570830	0.00036686	0.00056377	0.00009614	0.00097375	0.00037541	0.00046165	0.00016975	0.00318488	0.00199539	0.00231745	0.00067069	0.00324183	0.00087970	0.00056551	0.00416635	0.00352338	0.00337182	0.00229473	0.00076135	0.00513865	0.00083680	0.00011126	0.00272357	0.00173254	0.00222763	0.00033701	0.00206150	0.00054602	0.00046900	0.00023104	0.00221922	0.00117552	0.00244041	0.00155395	0.00349403	0.00510684	0.00000000	0.00025344	0.00118649	0.00041431	0.00078762	0.00064076	0.00023592	0.00132843	0.00116657	0.00495946	0.00029162	0.00130410	0.00000000	0.00533584	0.00259241	0.00803795	0.00057210	0.00070573	0.00088075	0.00071168	0.00220719	0.00113126	0.00607699	0.00129212	0.00203795	0.00134546	0.00027613	0.00114381	0.00066916	0.00248689	0.00157445	0.00130928	0.00072365	0.00050523	0.00177831	0.00045450	0.00097105	0.00068399	0.00024451	0.00362285	0.00039907	0.00237832	0.00028436	0.00035052	0.00083394	0.00024333	0.00030295	0.00085568	0.00219434	0.00083387	0.00069533	0.00038226	0.00224410	0.00040382	0.00042537	0.00305856	0.00328407	0.00070372	0.00083457	0.00048365	0.00047930	0.00100400	0.00072931	0.00168869	0.00034952	0.00122763	0.00113292	0.00139893	0.00462356	0.00073048	0.00203201	0.00065541	0.00087938	0.00667848	0.00156685	0.00124395	0.00126472	0.00108595	0.00166672	0.00174032	0.00107310	0.00100271	0.00100179	0.00760797	0.00130547	0.00061383	0.00071694	0.00045853	0.00068601	0.00456832	0.00103751	0.00018934	0.00044913	0.00203451	0.00104977	0.00357190	0.00035093	0.00031280	0.00227092	0.00111208	0.00197532	0.00064238	
Brachyspira	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00400753	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00297598	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Butyricicoccus	0.00000000	0.00038820	0.00000000	0.00024575	0.00110296	0.00019944	0.00000000	0.00017502	0.00033215	0.00050983	0.00000000	0.00000000	0.00000000	0.00025902	0.00000000	0.00038201	0.00000000	0.00122711	0.00044446	0.00023606	0.00000000	0.00073304	0.00033421	0.00000000	0.00272495	0.00097789	0.00070914	0.00062363	0.00000000	0.00048803	0.00079939	0.00000000	0.00051147	0.00052177	0.00036383	0.00063296	0.00163890	0.00000000	0.00022746	0.00000000	0.00022448	0.00000000	0.00000000	0.00031165	0.00000000	0.00041795	0.00000000	0.00000000	0.00018840	0.00107678	0.00025492	0.00013647	0.00007861	0.00011507	0.00000000	0.00037868	0.00000000	0.00022180	0.00000000	0.00070049	0.00081637	0.00055749	0.00000000	0.00000000	0.00013335	0.00018746	0.00045645	0.00015136	0.00000000	0.00049205	0.00031329	0.00055683	0.00000000	0.00000000	0.00000000	0.00036566	0.00050794	0.00031276	0.00034563	0.00021011	0.00050300	0.00010478	0.00040462	0.00027680	0.00014796	0.00000000	0.00000000	0.00016812	0.00000000	0.00000000	0.00048419	0.00000000	0.00030678	0.00007615	0.00035497	0.00077449	0.00010219	0.00000000	0.00028659	0.00000000	0.00012512	0.00000000	0.00069360	0.00030376	0.00018268	0.00000000	0.00013290	0.00000000	0.00019909	0.00061328	0.00000000	0.00031594	0.00027738	0.00045905	0.00000000	0.00000000	0.00064503	0.00020567	0.00000000	0.00046977	0.00151994	0.00234410	0.00015482	0.00016050	0.00000000	0.00054519	0.00020374	0.00031632	0.00012282	0.00012379	0.00031293	0.00010331	0.00009034	0.00005396	0.00019826	0.00000000	0.00000000	0.00005467	0.00000000	0.00022804	0.00049161	0.00201914	0.00000000	0.00000000	0.00059645	0.00000000	0.00000000	0.00020824	
Butyricimonas	0.00059872	0.00045044	0.00276964	0.00878137	0.00000000	0.00426790	0.00000000	0.00378518	0.00034439	0.00000000	0.00000000	0.00000000	0.00000000	0.00028650	0.00030162	0.00000000	0.00361092	0.00000000	0.00000000	0.00000000	0.00000000	0.00017076	0.01079484	0.00015560	0.00000000	0.00011220	0.00016994	0.00024655	0.00000000	0.00000000	0.00462542	0.00000000	0.00000000	0.00545031	0.00083633	0.00000000	0.00000000	0.00402927	0.00432762	0.00015256	0.00046976	0.00000000	0.00000000	0.00542659	0.00000000	0.00000000	0.00000000	0.00000000	0.00018012	0.00000000	0.00287258	0.00000000	0.00000000	0.00193804	0.00000000	0.00018889	0.00440397	0.00025619	0.00000000	0.00000000	0.00491414	0.00013651	0.00000000	0.00000000	0.00149355	0.00012512	0.00014270	0.01029525	0.00203309	0.00110723	0.00000000	0.00222399	0.00035093	0.00033091	0.00057590	0.00860089	0.00000000	0.00680911	0.00022679	0.00345048	0.00000000	0.00027976	0.00000000	0.00040738	0.00000000	0.00069114	0.00000000	0.01057042	0.00033712	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01006630	0.00000000	0.00326259	0.00000000	0.00378172	0.00000000	0.00010707	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00339541	0.00131268	0.00017601	0.00031368	0.00199013	0.00030602	0.00032860	0.00021432	0.00024763	0.00017540	0.00384748	0.00290338	0.00094999	0.00093239	0.00000000	0.00389586	0.00345861	0.00013584	0.00000000	0.00031329	0.00000000	0.00000000	0.02085675	0.00000000	0.00000000	0.00020428	0.00464175	0.00000000	0.00000000	0.00000000	0.00000000	0.00230793	0.00000000	0.00075920	0.00000000	0.01343077	0.00000000	0.00000000	0.00022144	0.00000000	0.00000000	0.00063344	
Butyrivibrio	0.00042565	0.03923836	0.00031686	0.00126177	0.00087333	0.00049884	0.00000000	0.00044939	0.00052180	0.00053366	0.00000000	0.00000000	0.00000000	0.08130435	0.00000000	0.00228382	0.00000000	0.00142143	0.00147792	0.00056565	0.00106916	0.00120660	0.00047021	0.00021613	0.00238222	0.00251339	0.00128680	0.00137244	0.00021448	0.00151305	0.00033933	0.00000000	0.00094128	0.00102854	0.00116596	0.00013560	0.00177439	0.00029335	0.00029655	0.00000000	0.00079667	0.00047750	0.00015317	0.00109572	0.00163200	0.00079568	0.00000000	0.00000000	0.00030600	0.00080378	0.00066126	0.00102711	0.00000000	0.00067356	0.00039492	0.00017266	0.00015372	0.00465150	0.00000000	0.00103139	0.00058144	0.00050923	0.00000000	0.00000000	0.00026379	0.00032365	0.00084524	0.00044593	0.00013286	0.03908439	0.00037199	0.00082248	0.00035714	0.00027880	0.00034045	0.00062881	0.00055322	0.00716132	0.00029252	0.00037384	0.00056716	0.00019225	0.00056853	0.02391352	0.00000000	0.00000000	0.00000000	0.00057498	0.00018107	0.00000000	0.00206071	0.00000000	0.00024472	0.00066636	0.12494086	0.00065976	0.00110791	0.00007784	0.00074160	0.00000000	0.00017204	0.00028938	0.00244617	0.00045649	0.00046147	0.00025324	0.00016666	0.00026324	0.00000000	0.00107652	0.00036514	0.00048201	0.00047595	0.00089506	0.00097539	0.00012251	0.00348963	0.00052541	0.00000000	0.00080217	0.00079691	0.00112805	0.00110921	0.00037952	0.00128561	0.00127365	0.00029748	0.00052112	0.00052549	0.00021261	0.00052794	0.00046392	0.00051971	0.00011998	0.00000000	0.00000000	0.00058265	0.00011759	0.00000000	0.00129705	0.00103165	0.00096165	0.00009661	0.00000000	0.00182294	0.00000000	0.00023271	0.00067848	
Caldicellulosiruptor	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018386	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Campylobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00097795	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Catenibacterium	0.00000000	0.01791346	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023868	0.00000000	0.00025505	0.00000000	0.00000000	0.00000000	0.00015487	0.00000000	0.00000000	0.00000000	0.00043746	0.00000000	0.00000000	0.00000000	0.00016454	0.00000000	0.00275889	0.00027071	0.00000000	0.00000000	0.00024446	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023852	0.00053559	0.00000000	0.00028605	0.00000000	0.00000000	0.00000000	0.00041139	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014821	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017011	0.00000000	0.00000000	0.00061190	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024581	0.00000000	0.00019837	0.00000000	0.00000000	0.00027142	0.00000000	0.00000000	0.00034517	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015673	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01557616	0.00000000	0.00024459	0.00008369	0.00000000	0.00023940	0.00000000	0.00000000	0.00023929	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036945	0.00000000	0.00000000	0.00000000	0.00026944	0.00014644	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Cellulosilyticum	0.00000000	0.00016705	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00037279	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012870	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Chthoniobacter	0.00000000	0.00000000	0.00000000	0.00028862	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Clostridium	0.00979211	0.03553562	0.00853052	0.01355516	0.03106028	0.00386838	0.00162258	0.01905691	0.02680609	0.03263514	0.00083576	0.00112881	0.00029858	0.01848415	0.00264605	0.00989972	0.00066317	0.05149396	0.01253092	0.01420995	0.00379910	0.01203435	0.00306693	0.00299257	0.02428192	0.03890629	0.01197728	0.01481775	0.00184316	0.03338019	0.00457033	0.00022715	0.00677524	0.00867202	0.02125440	0.00134030	0.00995961	0.00361056	0.00266533	0.00073604	0.00457023	0.00672767	0.00251753	0.01563798	0.01393264	0.01198461	0.00000000	0.00246565	0.00500772	0.00404777	0.00410134	0.00302056	0.00071318	0.00559352	0.00176850	0.00695112	0.00315602	0.00706918	0.00054309	0.01647184	0.01305226	0.01156938	0.00291592	0.01345482	0.00414980	0.00296836	0.01076677	0.00315625	0.00345509	0.03365904	0.00560348	0.00915468	0.00204035	0.00557916	0.00569351	0.01537061	0.04578660	0.01489971	0.00506542	0.00627633	0.01133281	0.00333988	0.00952204	0.00914898	0.00128712	0.00214818	0.00105858	0.00884486	0.00081741	0.00629264	0.02166929	0.00086440	0.00707007	0.00294032	0.02549903	0.01299889	0.00415048	0.00105074	0.00715125	0.00169517	0.00280238	0.00351815	0.01626091	0.00475191	0.00286211	0.00308024	0.00276901	0.00406140	0.00296715	0.01325617	0.00370191	0.00441016	0.01710064	0.01195285	0.01610795	0.00168363	0.02915842	0.01023518	0.00096918	0.00627493	0.01448691	0.00576278	0.00870077	0.00433630	0.00451527	0.00801754	0.00303677	0.00532368	0.00338289	0.00320212	0.00465742	0.00246835	0.00560403	0.00157431	0.00356655	0.00120248	0.00408810	0.00128604	0.00241754	0.00713185	0.01280366	0.00856987	0.00288711	0.00071642	0.01213946	0.00194660	0.00305347	0.00840605	
