ID	A.SRS011061	A.SRS011134	A.SRS011239	A.SRS011271	A.SRS011302	A.SRS011405	A.SRS011452	A.SRS011529	A.SRS011586	A.SRS012273	A.SRS012902	A.SRS013158	A.SRS013215	A.SRS013476	A.SRS013521	A.SRS013687	A.SRS013800	A.SRS013951	A.SRS014235	A.SRS014287	A.SRS014313	A.SRS014459	A.SRS014613	A.SRS014683	A.SRS014923	A.SRS014979	A.SRS015065	A.SRS015133	A.SRS015190	A.SRS015217	A.SRS015264	A.SRS015369	A.SRS015578	A.SRS015663	A.SRS015782	A.SRS015794	A.SRS015854	A.SRS015960	A.SRS016018	A.SRS016056	A.SRS016095	A.SRS016203	A.SRS016267	A.SRS016335	A.SRS016495	A.SRS016517	A.SRS016585	A.SRS016753	A.SRS016954	A.SRS016989	A.SRS017103	A.SRS017191	A.SRS017247	A.SRS017307	A.SRS017433	A.SRS017521	A.SRS017701	A.SRS017821	A.SRS018133	A.SRS018313	A.SRS018351	A.SRS018427	A.SRS018575	A.SRS018656	A.SRS018817	A.SRS019030	A.SRS019161	A.SRS019267	A.SRS019397	A.SRS019582	A.SRS019601	A.SRS019685	A.SRS019787	A.SRS019910	A.SRS019968	A.SRS020233	A.SRS020328	A.SRS020869	A.SRS021484	A.SRS021948	A.SRS022071	A.SRS022137	A.SRS022524	A.SRS022609	A.SRS022713	A.SRS023176	A.SRS023346	A.SRS023526	A.SRS023583	A.SRS023829	A.SRS023914	A.SRS023971	A.SRS024009	A.SRS024075	A.SRS024132	A.SRS024265	A.SRS024331	A.SRS024388	A.SRS024435	A.SRS024549	A.SRS024625	A.SRS042284	A.SRS042628	A.SRS043001	A.SRS043411	A.SRS043701	A.SRS045004	A.SRS045645	A.SRS045713	A.SRS047014	A.SRS047044	A.SRS048164	A.SRS048870	A.SRS049164	A.SRS049712	A.SRS049900	A.SRS049959	A.SRS049995	A.SRS050299	A.SRS050422	A.SRS050752	A.SRS050925	A.SRS051031	A.SRS051882	A.SRS052027	A.SRS052697	A.SRS053214	A.SRS053335	A.SRS053398	A.SRS054590	A.SRS054956	A.SRS055982	A.SRS056259	A.SRS056519	A.SRS057478	A.SRS057717	A.SRS058723	A.SRS058770	A.SRS062427	A.SRS063040	A.SRS063985	A.SRS064276	A.SRS064557	A.SRS064645	A.SRS065504	A.SRS075398	A.SRS077730	A.SRS078176	
Haemophilus	0.00000000	0.00000000	0.00000000	0.00030299	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00151866	0.00000000	0.00000000	0.00000000	0.00050745	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00118121	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036961	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00105123	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00095882	0.00000000	0.00004465	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00004608	0.00000000	0.00000000	0.00000000	0.00000000	0.00021402	0.00062137	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00109175	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Haloplasma	0.00000000	0.00041394	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030858	0.00000000	0.00000000	0.00000000	0.00000000	0.00017216	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030021	0.00000000	0.00018434	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023786	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00050105	0.00000000	0.00000000	0.00020528	0.00000000	0.00000000	0.00014935	0.00000000	0.00000000	0.00000000	0.00006232	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019379	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009036	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Holdemanella	0.00000000	0.00023721	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036624	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020350	0.00000000	0.00000000	0.00000000	0.00437108	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014645	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012963	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019331	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013907	0.00000000	0.00000000	0.00000000	0.00000000	0.00501017	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00120233	0.00000000	0.00000000	0.00012421	0.00000000	0.00000000	0.00017843	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00478405	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Holdemania	0.00000000	0.00024071	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021526	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019937	0.00000000	0.00000000	0.00029867	0.00019411	0.00014282	0.00034162	0.00000000	0.00017912	0.00000000	0.00000000	0.00000000	0.00018044	0.00024282	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028403	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027088	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025196	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012673	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030739	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021883	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Intestinibacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019859	0.00000000	0.00000000	0.00000000	0.00315579	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026008	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Klebsiella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044340	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00077947	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lachnoclostridium	0.00048661	0.00308012	0.00131161	0.00267587	0.00214824	0.00101138	0.00000000	0.00087300	0.00167704	0.00361930	0.00010232	0.00014779	0.00000000	0.00296407	0.00000000	0.00151791	0.00000000	0.00453660	0.00303873	0.00369563	0.00044348	0.00393441	0.00168844	0.00062818	0.00504372	0.00557977	0.00368527	0.00442782	0.00038075	0.00498048	0.00188587	0.00000000	0.00204276	0.00220524	0.00183731	0.00047759	0.00329160	0.00000000	0.00080911	0.00000000	0.00460811	0.00116684	0.00120526	0.00276424	0.00233504	0.00322694	0.00000000	0.00000000	0.00063794	0.00038003	0.00133002	0.00133907	0.00000000	0.00131286	0.00040795	0.00263392	0.00010008	0.00151576	0.00000000	0.00564768	0.00205140	0.00223515	0.00022895	0.00025390	0.00074991	0.00046478	0.00151190	0.00028731	0.00089481	0.00321143	0.00320382	0.00252595	0.00047281	0.00146894	0.00024505	0.00183392	0.00279952	0.00250199	0.00145097	0.00094014	0.00220488	0.00050223	0.00047306	0.00314565	0.00055435	0.00000000	0.00000000	0.00168086	0.00009201	0.00000000	0.00327953	0.00000000	0.00067540	0.00040408	0.00305000	0.00042628	0.00189922	0.00018761	0.00188593	0.00093012	0.00056190	0.00029800	0.00505290	0.00078487	0.00101625	0.00038969	0.00032204	0.00048037	0.00000000	0.00295627	0.00059400	0.00107390	0.00131018	0.00178773	0.00389691	0.00028520	0.00323081	0.00098522	0.00000000	0.00290282	0.00179215	0.00197347	0.00213385	0.00109773	0.00151377	0.00318389	0.00148512	0.00114547	0.00137526	0.00052801	0.00196640	0.00055641	0.00096175	0.00024257	0.00080829	0.00018858	0.00019549	0.00031664	0.00037915	0.00272464	0.00356260	0.00293538	0.00000000	0.00000000	0.00358883	0.00019612	0.00132931	0.00056916	
Lactobacillus	0.00000000	0.00042659	0.00000000	0.00000000	0.00046922	0.00000000	0.00000000	0.00014276	0.00000000	0.00032109	0.00000000	0.00000000	0.00000000	0.00027024	0.00000000	0.00014253	0.00000000	0.00061279	0.00022758	0.00000000	0.00000000	0.00024599	0.00000000	0.00022569	0.00044784	0.00038533	0.00032280	0.00041692	0.00000000	0.00036500	0.00000000	0.00000000	0.00022715	0.00030800	0.00014487	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013941	0.00000000	0.00000000	0.00032505	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025059	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034857	0.00000000	0.00000000	0.00022072	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021166	0.00016587	0.00195872	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014002	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030164	0.00000000	0.00000000	0.00000000	0.00029803	0.00000000	0.00000000	0.00000000	0.00020261	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030523	0.00000000	0.00000000	0.00023210	0.00035800	0.00000000	0.00000000	0.00035569	0.00027992	0.00000000	0.00061769	0.00029852	0.00016313	0.00016772	0.00000000	0.00000000	0.00030250	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022241	0.00035343	0.00030875	0.00000000	0.00000000	0.00025041	0.00000000	0.00000000	0.00000000	
Lactococcus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013598	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018117	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lentisphaera	0.00000000	0.00019826	0.00000000	0.00047932	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010302	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023845	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030529	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016075	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029098	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029228	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040241	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035773	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mahella	0.00000000	0.00017599	0.00000000	0.00000000	0.00024234	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015703	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024557	0.00039010	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008774	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038925	0.00027117	0.00000000	0.00000000	0.00029672	0.00000000	0.00000000	0.00010209	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008938	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00039872	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017516	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013072	0.00000000	0.00014868	0.00000000	0.00000000	0.00009609	0.00000000	0.00000000	0.00000000	
Marvinbryantia	0.00000000	0.00047075	0.00019535	0.00030069	0.00038198	0.00015592	0.00000000	0.00027032	0.00024940	0.00042064	0.00000000	0.00000000	0.00000000	0.00044307	0.00000000	0.00014283	0.00000000	0.00027173	0.00044962	0.00033532	0.00000000	0.00062344	0.00012310	0.00000000	0.00060715	0.00069027	0.00070053	0.00046991	0.00000000	0.00066938	0.00000000	0.00000000	0.00052151	0.00047698	0.00062156	0.00000000	0.00045165	0.00000000	0.00016066	0.00000000	0.00036312	0.00000000	0.00000000	0.00035843	0.00080602	0.00040796	0.00000000	0.00000000	0.00013109	0.00000000	0.00021223	0.00024143	0.00000000	0.00014866	0.00021678	0.00031884	0.00000000	0.00015655	0.00000000	0.00052049	0.00042337	0.00041616	0.00000000	0.00000000	0.00020139	0.00000000	0.00038197	0.00000000	0.00000000	0.00048731	0.00018148	0.00058121	0.00000000	0.00000000	0.00009700	0.00023083	0.00042172	0.00072494	0.00020927	0.00024294	0.00051738	0.00000000	0.00000000	0.00032162	0.00000000	0.00000000	0.00000000	0.00022554	0.00021278	0.00000000	0.00039107	0.00000000	0.00000000	0.00028855	0.00058551	0.00000000	0.00024730	0.00000000	0.00023326	0.00000000	0.00000000	0.00000000	0.00106179	0.00000000	0.00000000	0.00000000	0.00014882	0.00014177	0.00000000	0.00044357	0.00000000	0.00018875	0.00018934	0.00031949	0.00043413	0.00000000	0.00056304	0.00024592	0.00000000	0.00039150	0.00020510	0.00047561	0.00030608	0.00018068	0.00016371	0.00032222	0.00015393	0.00023307	0.00000000	0.00000000	0.00018377	0.00019612	0.00013422	0.00000000	0.00000000	0.00000000	0.00000000	0.00005670	0.00000000	0.00042773	0.00025829	0.00042793	0.00000000	0.00000000	0.00049164	0.00000000	0.00010582	0.00013727	
Megamonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00607138	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00068323	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.06739327	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017181	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.09914004	0.00000000	0.00000000	
Megasphaera	0.00000000	0.00000000	0.00000000	0.00000000	0.00108645	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018414	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00062674	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019167	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015529	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021457	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
