ID	J.AP01	J.AP02	J.AP03	J.AP05	J.AP06	J.AP07	J.AP08	J.AP09	J.AP10	J.AP11	J.AP12	J.AP15	J.AP16	J.AP17	J.AP18	J.AP19	J.AP21	J.AP22	J.AP23	J.AP24	J.AP25	J.AP26	J.AP27	J.AP28	J.AP30	J.AP31	J.AP32	J.AP33	J.AP34	J.AP35	J.AP36	J.AP37	J.AP38	J.AP39	J.AP40	J.FA01	J.FA02	J.FA03	J.FA05	J.FA06	J.FA07	J.FA08	J.FA09	J.FA10	J.FA11	J.FA12	J.FA13	J.FA14	J.FA15	J.FA16	J.FA17	J.FA18	J.FA19	J.FA21	J.FA22	J.FA23	J.FA24	J.FA25	J.FA26	J.FA27	J.FA28	J.FA29	J.FA30	J.FB01	J.FB02	J.FB04	J.FB05	J.FB06	J.FB07	J.FB08	J.FB09	J.FB10	J.FM01	J.FM02	J.FM03	J.FM04	J.FM11	J.FM14	J.FM21	J.FP01	J.FP02	J.FP03	J.FP04	J.FP05	J.FT01	J.FT02	J.FT03	J.FT06	J.FT07	J.FT08	J.FT09	J.FT10	J.FT12	J.FT13	J.FT14	J.FT15	J.FT16	J.FT17	J.FT18	J.FT19	J.FT20	J.FT21	J.TS11	J.TS21	J.TS29	J.TS33	J.TS41	
Intestinibacter	0.00000000	0.00000000	0.00000000	0.00122747	0.00000000	0.00000000	0.00000000	0.00020894	0.00351857	0.00000000	0.00000000	0.00294382	0.00000000	0.00043024	0.00026747	0.00087205	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00111785	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011283	0.00000000	0.00000000	0.00028293	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023757	0.00000000	0.00000000	0.00000000	0.00000000	0.00922277	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043301	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Klebsiella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028846	0.00000000	0.00032285	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00231607	0.00000000	0.00041321	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01760756	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00884417	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00144168	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lachnoclostridium	0.02693285	0.02475372	0.01348674	0.00866858	0.00151389	0.00243821	0.00000000	0.00681879	0.02617772	0.00642749	0.00559759	0.01201278	0.01472358	0.00767013	0.00645244	0.02785481	0.00686444	0.00947485	0.01074040	0.00000000	0.00057214	0.00000000	0.00000000	0.00000000	0.00000000	0.00186786	0.00056894	0.00000000	0.00000000	0.00000000	0.01038913	0.02810223	0.00608594	0.00741856	0.00869471	0.00514409	0.00647276	0.00592466	0.00946461	0.00391439	0.00305862	0.00195908	0.01050492	0.00492325	0.00442209	0.03221033	0.00555798	0.00469993	0.00636806	0.00777954	0.00418362	0.00866786	0.00574463	0.01006388	0.00785157	0.01088918	0.00864484	0.00434218	0.00304471	0.00800972	0.00977276	0.00448152	0.00460800	0.00385243	0.00475016	0.00669174	0.00352916	0.04394464	0.00900750	0.00597328	0.00758817	0.00620623	0.00539228	0.00655667	0.00621502	0.00241508	0.01108393	0.00719849	0.00713204	0.00540158	0.00476850	0.03323212	0.00125461	0.00635610	0.00802209	0.00509136	0.02201600	0.00255609	0.00116116	0.02345103	0.00451735	0.00474746	0.00965396	0.00671745	0.00238853	0.01296110	0.00618451	0.01400305	0.00759223	0.00819885	0.00847875	0.00742575	0.00159397	0.00493014	0.00393256	0.00519994	0.00143815	
Lactobacillus	0.00055907	0.00028693	0.00000000	0.00078931	0.00000000	0.00000000	0.00000000	0.00057921	0.00029380	0.00064195	0.00000000	0.00000000	0.00000000	0.00000000	0.00062844	0.00000000	0.00301575	0.03454293	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00213136	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00072133	0.00065374	0.00000000	0.00040161	0.00000000	0.00048642	0.00061028	0.00064310	0.00000000	0.00000000	0.00000000	0.00076293	0.00000000	0.00071847	0.00000000	0.00000000	0.00000000	0.00056207	0.00045713	0.00049992	0.00000000	0.03154342	0.00046172	0.00000000	0.00053104	0.00062095	0.00000000	0.00000000	0.00000000	0.00031613	0.00000000	0.00060164	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02650159	0.00000000	0.00000000	0.00680411	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00094584	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00051445	0.00080563	0.01358661	0.00000000	0.00000000	0.00188338	0.00000000	0.00000000	0.00000000	0.00765300	0.00000000	
Lactococcus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00974608	0.00000000	0.00000000	0.00000000	0.00000000	0.00162885	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015797	0.00259663	0.00000000	0.00114751	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01547247	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00894367	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Leuconostoc	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00527973	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00189743	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mahella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018435	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Marvinbryantia	0.00059172	0.00050609	0.00095259	0.00161856	0.00125382	0.00089065	0.00000000	0.00184444	0.00200439	0.00161537	0.00083624	0.00089659	0.00145164	0.00375005	0.00154984	0.00187716	0.00198316	0.00143089	0.00140827	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00089661	0.00041532	0.00000000	0.00000000	0.00000000	0.00196626	0.00114215	0.00274745	0.00074375	0.00215214	0.00065107	0.00095029	0.00146565	0.00144638	0.00068784	0.00000000	0.00083157	0.00000000	0.00272196	0.00088680	0.00000000	0.00000000	0.00101470	0.00177020	0.00000000	0.00148535	0.00071469	0.00088510	0.00219484	0.00090183	0.00154752	0.00000000	0.00329033	0.00087898	0.00154166	0.00095567	0.00126300	0.00159705	0.00161059	0.00000000	0.00141227	0.00096063	0.00000000	0.00057690	0.00148251	0.00201081	0.00078594	0.00118796	0.00301629	0.00390589	0.00000000	0.00307272	0.00090807	0.00000000	0.00000000	0.00000000	0.00000000	0.00174048	0.00000000	0.00221715	0.00079164	0.00049404	0.00054866	0.00330875	0.00092840	0.00157880	0.00088013	0.00180641	0.00094137	0.00000000	0.00088700	0.00065172	0.00279053	0.00144349	0.00117693	0.00192546	0.00394875	0.00000000	0.00091689	0.00165860	0.00000000	0.00120017	
Megamonas	0.00000000	0.00000000	0.00000000	0.00000000	0.06580112	0.00000000	0.00000000	0.00000000	0.00035758	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008874	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02577418	0.00000000	0.00000000	0.00000000	0.00000000	0.01076564	0.00000000	0.01706739	0.00000000	0.00000000	0.00000000	0.02226148	0.00660327	0.00000000	0.00633023	0.00000000	0.00000000	0.00000000	0.01778772	0.02351703	0.00000000	0.00000000	0.03210660	0.05363319	0.00000000	0.00789128	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02195189	0.02596388	0.02762098	0.00051163	0.00000000	0.08369717	0.03461990	0.00000000	0.00000000	0.06365105	0.00000000	0.00000000	0.00000000	0.01900749	0.00000000	0.00000000	0.00000000	0.02431313	0.02813474	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01523143	0.00000000	0.06824856	0.00000000	0.00000000	0.02765727	0.00907737	0.00000000	0.02377212	0.00000000	0.00000000	0.02676218	0.00000000	0.00000000	0.00000000	0.02492062	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00268935	0.00000000	0.00000000	0.00000000	
Megasphaera	0.03946860	0.00000000	0.00000000	0.00092145	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00956033	0.00000000	0.01821137	0.00000000	0.00000000	0.00000000	0.00000000	0.00148815	0.00000000	0.00000000	0.00000000	0.00000000	0.00742595	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01831017	0.00000000	0.00000000	0.00000000	0.00000000	0.03940836	0.01386706	0.00000000	0.00000000	0.00814061	0.00000000	0.00000000	0.00396291	0.00000000	0.00069953	0.00038278	0.00624432	0.01627005	0.00000000	0.00000000	0.00000000	0.01784478	0.02411350	0.00000000	0.01783461	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04212592	0.00000000	0.00090799	0.03883290	0.00000000	0.00136100	0.00000000	0.01253417	0.00000000	0.00000000	0.00000000	0.02737400	0.00000000	0.00000000	0.00000000	0.00000000	0.03269968	0.00690528	0.00300234	0.00000000	0.03514431	0.01934454	0.00000000	0.00016697	0.00000000	0.01757916	0.00000000	0.00000000	0.02845543	0.00000000	0.00000000	0.00000000	
Methanobrevibacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016913	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mitsuokella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00733095	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02841826	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00135221	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02983783	0.00000000	0.00000000	0.00000000	
Mobiluncus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016459	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00083880	0.00033457	0.00000000	0.00003420	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00246408	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mogibacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029882	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019990	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013507	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00688848	0.01190097	0.00000000	0.00000000	0.00000000	0.00000000	0.00743485	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Odoribacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00107039	0.00133393	0.00000000	0.00247011	0.00030255	0.00000000	0.00069901	0.00017904	0.00042851	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029166	0.00060850	0.00000000	0.00000000	0.00000000	0.00127723	0.00000000	0.00035133	0.00048733	0.00000000	0.00000000	0.00000000	0.00000000	0.00044026	0.00000000	0.00000000	0.00000000	0.00107525	0.00103272	0.00000000	0.00084795	0.00043615	0.00030269	0.00000000	0.00086919	0.00000000	0.00000000	0.00000000	0.00115390	0.00020640	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00056981	0.00000000	0.00000000	0.00000000	0.00033945	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00041684	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00388144	0.00000000	0.00000000	0.00000000	0.00092460	0.00178207	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Olsenella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00380881	0.00000000	0.00017280	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022563	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00320054	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00288487	0.00000000	0.00000000	0.00000000	
Oribacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00062215	0.00000000	0.00063445	0.00022044	0.00061349	0.00000000	0.00077238	0.00000000	0.00000000	0.00089362	0.00097162	0.00059628	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00076465	0.00032130	0.00000000	0.00000000	0.00045999	0.00000000	0.00074244	0.00034257	0.00053486	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043211	0.00000000	0.00000000	0.00000000	0.00037559	0.00000000	0.00047064	0.00055049	0.00000000	0.00000000	0.00000000	0.00040974	0.00000000	0.00066626	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00071615	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00072409	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044965	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Oscillibacter	0.00374102	0.00296933	0.00052855	0.00070761	0.00113168	0.00000000	0.00000000	0.00099595	0.00059541	0.00410915	0.00032285	0.00093661	0.00195118	0.00297446	0.00149306	0.00027654	0.00192437	0.00085921	0.00078348	0.00000000	0.00067565	0.00000000	0.00000000	0.00000000	0.00000000	0.00495705	0.00111235	0.00000000	0.00000000	0.00000000	0.00226254	0.00291015	0.00048199	0.00089746	0.00121143	0.00234856	0.00079696	0.00280890	0.00200015	0.00045333	0.00393319	0.00039325	0.00225506	0.00347508	0.00629191	0.00000000	0.00055909	0.00564959	0.00244396	0.00049974	0.00138598	0.00086013	0.00200674	0.00063282	0.00086253	0.00097414	0.00042812	0.00053866	0.00088368	0.00483633	0.00161521	0.00230992	0.00207005	0.00000000	0.00000000	0.00071272	0.00198997	0.00000000	0.00110429	0.00058323	0.00000000	0.00150092	0.00123832	0.00200556	0.00133773	0.00000000	0.00321642	0.00063775	0.00000000	0.01199375	0.00000000	0.00000000	0.00000000	0.00000000	0.00078039	0.00252127	0.00446654	0.00071931	0.00000000	0.00056959	0.00619779	0.00225114	0.00308075	0.00375076	0.00085624	0.00098024	0.00301050	0.00139740	0.00171777	0.00055759	0.00401935	0.00843831	0.00106634	0.00120073	0.00832272	0.00000000	0.00000000	
Oxalobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010646	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Paenibacillus	0.00082656	0.00111686	0.00101249	0.00090602	0.00000000	0.00000000	0.00000000	0.00091912	0.00099681	0.00113070	0.00050049	0.00084641	0.00103485	0.00133080	0.00100725	0.00098881	0.00229198	0.00094803	0.00100805	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00133519	0.00000000	0.00000000	0.00000000	0.00000000	0.00197041	0.00204520	0.00106145	0.00042086	0.00067886	0.00070043	0.00105109	0.00102056	0.00130637	0.00101591	0.00092675	0.00038573	0.00000000	0.00165172	0.00115936	0.00000000	0.00000000	0.00161391	0.00127593	0.00000000	0.00121702	0.00074660	0.00111816	0.00062195	0.00044888	0.00100745	0.00000000	0.00123564	0.00145306	0.00141481	0.00099748	0.00121456	0.00174905	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00077583	0.00059994	0.00000000	0.00096201	0.00129312	0.00060150	0.00095486	0.00000000	0.00145375	0.00104627	0.00000000	0.00120571	0.00000000	0.00000000	0.00103042	0.00000000	0.00156097	0.00100590	0.00096358	0.00042007	0.00000000	0.00089374	0.00089477	0.00149426	0.00150494	0.00117629	0.00000000	0.00071894	0.00070638	0.00149286	0.00091613	0.00058373	0.00122969	0.00138642	0.00000000	0.00112936	0.00114882	0.00000000	0.00000000	
