ID	GERC19168690	GERC21593359	GERC21703880	GERC27463710	GERC35633353	GERC42956136	GERC49461418	GERC52117727	GERC52145360	GERC59583015	GERC65222621	GERC65406197	GERC71242853	GERC71915439	GERC72690923	GERC76222476	GERC79349503	GERC89306485	GERC92404903	GERC95431029	GERC95676152	GERC98531134	GERR10032470	GERR10191450	GERR15562448	GERR17410933	GERR18579000	GERR18829815	GERR22852639	GERR23541216	GERR25475945	GERR26625622	GERR27867141	GERR28738636	GERR29706695	GERR30626189	GERR30627121	GERR31009081	GERR31134579	GERR32288175	GERR32965613	GERR35081859	GERR35801800	GERR37575804	GERR38158721	GERR39157124	GERR39882286	GERR41202658	GERR41521570	GERR45004878	GERR45812507	GERR46727384	GERR49025643	GERR49942357	GERR50300306	GERR50529145	GERR50538120	GERR51154251	GERR51228890	GERR53508245	GERR53522274	GERR54057834	GERR56948710	GERR59540613	GERR66848156	GERR67373733	GERR68973846	GERR72666896	GERR73128545	GERR74592084	GERR75147712	GERR76409700	GERR85481373	GERR85661207	GERR89107682	GERR89643949	GERR89967135	GERR93755960	GERR98198513	GERR98702133	GERR99440714	GERR99929634	
Granulicatella	0.00000000	0.00551258	0.00000000	0.00000000	0.00000000	0.00049913	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Haemophilus	0.00000000	0.00000000	0.00000000	0.00002805	0.00000000	0.00148239	0.00000000	0.00000000	0.00005397	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013807	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00005450	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010091	0.00000000	0.00000000	0.00000000	0.00000000	0.00012767	0.00000000	0.00000000	0.00004123	0.00000000	0.00013517	0.00000000	0.00094211	
Hafnia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015842	0.00000000	0.00000000	0.00000000	0.00000000	
Haliangium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00032103	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Haloplasma	0.00000000	0.00000000	0.00000000	0.00028508	0.00029050	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019609	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024283	0.00000000	0.00013111	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00135301	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030101	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00007201	0.00000000	0.00000000	0.00000000	0.00000000	0.00010773	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Helicobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00045243	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Holdemanella	0.00000000	0.00018497	0.00387660	0.00025123	0.00071415	0.00601545	0.00000000	0.00010836	0.00016866	0.02532513	0.00000000	0.00000000	0.00000000	0.00021583	0.00000000	0.00090930	0.00000000	0.00012171	0.00000000	0.00000000	0.00000000	0.00023869	0.00000000	0.00000000	0.00049592	0.00037272	0.00031971	0.00016797	0.00000000	0.00014563	0.00031646	0.00000000	0.00018253	0.00000000	0.00637427	0.00276826	0.00085849	0.00689477	0.00014065	0.00062798	0.00014573	0.00000000	0.00000000	0.00022853	0.00000000	0.00153243	0.00578778	0.00627999	0.00444901	0.00000000	0.03398072	0.00059578	0.00000000	0.00000000	0.00000000	0.00000000	0.00045416	0.00000000	0.00024885	0.00016722	0.00000000	0.00031428	0.00014379	0.00115755	0.00436350	0.00888363	0.00000000	0.00000000	0.00000000	0.00031964	0.00000000	0.00025969	0.00000000	0.00016350	0.01469408	0.00027846	0.01974282	0.00011510	0.00496751	0.00000000	0.00000000	0.00000000	
Holdemania	0.00049303	0.00009757	0.00033875	0.00030394	0.00023906	0.00000000	0.00011780	0.00056506	0.00015130	0.00041287	0.00028664	0.00000000	0.00000000	0.00019801	0.00033500	0.00000000	0.00000000	0.00022247	0.00000000	0.00000000	0.00029821	0.00000000	0.00000000	0.00055399	0.00021818	0.00021884	0.00020210	0.00018774	0.00039687	0.00015344	0.00021057	0.00015671	0.00017165	0.00000000	0.00035198	0.00015654	0.00000000	0.00031992	0.00012835	0.00018672	0.00014384	0.00025036	0.00000000	0.00000000	0.00000000	0.00020860	0.00032928	0.00000000	0.00040004	0.00032621	0.00064187	0.00018100	0.00136910	0.00000000	0.00012173	0.00024503	0.00032958	0.00030938	0.00022213	0.00018666	0.00017476	0.00000000	0.00020693	0.00020903	0.00021296	0.00042648	0.00000000	0.00000000	0.00014426	0.00000000	0.00000000	0.00019204	0.00000000	0.00000000	0.00000000	0.00044267	0.00030602	0.00019443	0.00000000	0.00014169	0.00022277	0.00012925	
Intestinibacter	0.00000000	0.00000000	0.00000000	0.00019160	0.00000000	0.00424075	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010761	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027675	0.00000000	0.00000000	0.00000000	0.00046406	0.00000000	0.00074694	0.00000000	0.00071894	0.00000000	0.00000000	0.00000000	0.00020654	0.00000000	0.00008940	0.00000000	0.00000000	0.00075696	0.00020935	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010611	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030891	0.00000000	0.00000000	0.00000000	0.00000000	
Klebsiella	0.00000000	0.00000000	0.00018194	0.00008493	0.00022984	0.00000000	0.00000000	0.00000000	0.00028678	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00045926	0.00000000	0.00000000	0.00044424	0.00046823	0.00000000	0.00035103	0.00000000	0.00000000	0.00544938	0.00545049	0.00000000	0.00000000	0.00000000	0.00025607	0.00000000	0.00058450	0.00000000	0.00021159	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00397786	0.00051051	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00132681	0.00041172	0.00000000	0.00000000	0.00000000	0.00011700	0.00032013	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015142	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023043	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02088150	0.00000000	0.00000000	0.00021124	0.00028296	0.00017780	0.00000000	0.00000000	0.00000000	0.00000000	
Lachnoanaerobaculum	0.00000000	0.00000000	0.00000000	0.00000000	0.00014186	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011995	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024273	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023173	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lachnoclostridium	0.00443421	0.00649959	0.00556886	0.00407203	0.00512284	0.00212998	0.00198189	0.00464054	0.00429374	0.00325083	0.00522017	0.00732326	0.00467524	0.00393577	0.00482926	0.00258009	0.00248778	0.00267964	0.01847745	0.00377490	0.00588051	0.00227969	0.00400314	0.00473443	0.00389776	0.00435345	0.00380878	0.00479900	0.00457468	0.00341803	0.00442598	0.00418225	0.00500053	0.00530092	0.00570523	0.00142416	0.00343229	0.00511079	0.00367047	0.00269647	0.00409435	0.00502505	0.00422323	0.00426958	0.00561904	0.00366840	0.00318271	0.00227313	0.00436768	0.00504799	0.00383693	0.00349238	0.00542577	0.00345049	0.00257694	0.00450437	0.00506331	0.00318968	0.00507380	0.00324806	0.00468052	0.00396102	0.00384559	0.00344216	0.00414500	0.00389558	0.00282493	0.00361053	0.00633120	0.00521988	0.00477321	0.00490184	0.00287590	0.00579198	0.00573926	0.00451493	0.00527459	0.00338596	0.00463370	0.00442294	0.00611433	0.00375340	
Lactobacillus	0.00026372	0.00009892	0.00029067	0.00076874	0.00040366	0.00000000	0.00026273	0.00023634	0.00034278	0.00021808	0.00030761	0.00000000	0.00040911	0.00023598	0.00056303	0.00000000	0.00000000	0.00016265	0.00014046	0.00000000	0.00022089	0.00026438	0.00141454	0.00000000	0.00021787	0.00040323	0.00044752	0.00042554	0.00053580	0.00027521	0.00022028	0.00025306	0.00039602	0.00031179	0.00051835	0.00011224	0.00017962	0.00036814	0.00036000	0.00022176	0.00030399	0.00035821	0.00000000	0.00038710	0.00034550	0.00031421	0.00027414	0.00069013	0.00044812	0.00054155	0.00049237	0.00045066	0.00017182	0.00046638	0.00000000	0.00084885	0.00000000	0.00026309	0.00040697	0.00040631	0.00031025	0.00025631	0.00032361	0.00000000	0.00032784	0.00050668	0.00000000	0.00000000	0.00024246	0.00034092	0.00000000	0.00039251	0.00024347	0.00039270	0.00043497	0.00024972	0.00034719	0.00024591	0.00000000	0.00021615	0.00028830	0.00048021	
Lactococcus	0.00006782	0.00000000	0.00000000	0.00000000	0.00000000	0.00485804	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00108896	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00219154	0.00000000	0.00000000	0.00017661	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029382	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00051479	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lentisphaera	0.00000000	0.00000000	0.00016712	0.00000000	0.00004057	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008785	0.00000000	0.00000000	0.00033636	0.00000000	0.00017610	0.00011235	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00039663	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008702	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015937	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036270	0.00000000	0.00000000	0.00000000	0.00013021	0.00000000	0.00000000	0.00104281	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044943	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Leptotrichia	0.00000000	0.00004561	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mahella	0.00000000	0.00000000	0.00044003	0.00028436	0.00048366	0.00000000	0.00000000	0.00000000	0.00068549	0.00000000	0.00021212	0.00000000	0.00000000	0.00007184	0.00080688	0.00000000	0.00000000	0.00102750	0.00000000	0.00042532	0.00028462	0.00005832	0.00000000	0.00096940	0.00056559	0.00000000	0.00049856	0.00000000	0.00035846	0.00031818	0.00011044	0.00009791	0.00038814	0.00000000	0.00022442	0.00005320	0.00019541	0.00014002	0.00019692	0.00000000	0.00024750	0.00094626	0.00000000	0.00000000	0.00000000	0.00017232	0.00000000	0.00000000	0.00000000	0.00045121	0.00000000	0.00021727	0.00000000	0.00000000	0.00000000	0.00083271	0.00098134	0.00000000	0.00010378	0.00012007	0.00034514	0.00024607	0.00013339	0.00000000	0.00053520	0.00032375	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00054253	0.00000000	0.00000000	0.00000000	0.00048064	0.00015352	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Marvinbryantia	0.00061607	0.00027685	0.00060580	0.00063672	0.00109492	0.00032827	0.00019115	0.00055495	0.00106420	0.00051500	0.00078994	0.00052071	0.00052052	0.00047439	0.00078174	0.00028457	0.00070003	0.00140678	0.00000000	0.00074850	0.00090851	0.00033625	0.00042128	0.00090951	0.00098089	0.00096251	0.00126920	0.00061272	0.00070327	0.00084592	0.00068324	0.00076622	0.00085111	0.00085343	0.00096368	0.00042692	0.00060464	0.00077470	0.00047153	0.00062168	0.00085353	0.00146691	0.00054353	0.00061019	0.00067956	0.00056581	0.00059296	0.00041307	0.00082946	0.00122913	0.00076745	0.00068611	0.00069136	0.00035164	0.00036854	0.00127760	0.00124738	0.00061468	0.00080690	0.00097375	0.00087851	0.00097089	0.00091113	0.00031956	0.00118304	0.00047370	0.00056930	0.00045527	0.00120226	0.00062613	0.00000000	0.00094327	0.00060611	0.00063725	0.00108499	0.00073272	0.00077726	0.00034728	0.00064447	0.00051125	0.00066552	0.00063671	
Megamonas	0.00000000	0.00000000	0.00000000	0.00012823	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028203	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02473042	0.00000000	0.00000000	0.00000000	0.00010311	0.00000000	0.00000000	0.00000000	0.00000000	0.00025682	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Megasphaera	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00322575	0.00000000	0.00000000	0.00309796	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020655	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014192	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01419943	0.00000000	0.00000000	
Methanobrevibacter	0.00000000	0.00000000	0.00432484	0.00256480	0.00486426	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025906	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00175257	0.00000000	0.00000000	0.00000000	0.00000000	0.00469091	0.00000000	0.00000000	0.00048596	0.00000000	0.00000000	0.00000000	0.00000000	0.00502834	0.00000000	0.00808422	0.00000000	0.00459576	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010349	0.00057075	0.00089026	0.00000000	0.00000000	0.00000000	0.00000000	0.00636454	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017198	0.00000000	0.00000000	0.00000000	0.00068171	0.00000000	0.00065944	0.00095962	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00142777	0.00000000	0.00000000	0.00000000	0.00000000	0.00810807	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Methanomassiliicoccus	0.00000000	0.00000000	0.00131548	0.00027107	0.00000000	0.00000000	0.00000000	0.00000000	0.00071039	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00050336	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036661	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00045152	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011876	0.00011152	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mitsuokella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00780922	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01818226	0.00000000	0.00000000	0.00000000	0.00000000	0.00264874	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00217578	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00178615	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mobiluncus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034592	0.00000000	0.00007245	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022216	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mogibacterium	0.00000000	0.00102899	0.00083363	0.00158387	0.00014467	0.00000000	0.00000000	0.00000000	0.00015694	0.00000000	0.00000000	0.00000000	0.00000000	0.00032448	0.00000000	0.00000000	0.00000000	0.00055363	0.00000000	0.00000000	0.00014678	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030609	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028405	0.00000000	0.00000000	0.00012489	0.00009080	0.00000000	0.00006140	0.00000000	0.00000000	0.00012288	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008450	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008394	0.00010810	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Neisseria	0.00000000	0.00071188	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
