ID	F.S001	F.S003	F.S024	F.S025	F.S026	F.S027	F.S030	F.S039	F.S040	F.S051	F.S052	F.S053	F.S054	F.S060	F.S105	F.S110	F.S113	F.S115	F.S116	F.S118	F.S121	F.S125	F.S129	F.S132	F.S139	F.S142	F.S152	F.S156	F.S161	F.S162	F.S166	F.S169	F.S170	F.S173	F.S187	F.S191	F.S192	F.S193	F.S194	F.S195	F.S196	F.S198	F.S200	F.S208	F.S211	F.S212	F.S213	F.S214	F.S215	F.S218	F.S221	F.S223	F.S229	F.S241	F.S249	F.S268	F.S275	F.S276	F.S281	F.S282	F.S293	F.S294	F.S298	F.S302	F.S305	F.S310	F.S312	F.S316	F.S328	F.S344	F.S349	F.S376	F.S382	F.S390	F.S393	F.S398	F.S399	F.S400	F.S404	F.S414	F.S419	F.S430	F.S449	F.S450	F.S451	F.S459	F.S460	F.S473	F.S474	F.S495	F.S496	F.S500	F.S503	F.S504	F.S505	F.S506	F.S507	F.S510	F.S539	F.S542	F.S548	F.S551	F.S552	F.S558	F.S568	F.S596	F.S606	F.S617	F.S626	F.S628	F.S643	F.S652	F.S654	F.S664	F.S666	F.S667	F.S672	F.S682	F.S684	F.S696	F.S716	F.S719	F.S721	F.S722	F.S723	F.S726	F.S728	F.S730	F.S734	F.S751	F.S759	F.S767	F.S768	F.S770	F.S772	F.S780	F.S783	F.S788	F.S790	F.S792	F.S812	F.S815	F.S817	F.S820	F.S823	F.S824	F.S825	F.S826	F.S827	F.S828	F.S829	F.S830	F.S835	F.S901	F.S902	
Holdemanella	0.00000000	0.00000000	0.00372872	0.00000000	0.02046749	0.00000000	0.00022686	0.01103450	0.00758174	0.00000000	0.00000000	0.00026654	0.00000000	0.00000000	0.00000000	0.00255830	0.00965551	0.00000000	0.00000000	0.00000000	0.00409999	0.00000000	0.00029138	0.00327951	0.00392700	0.00000000	0.00089229	0.01146811	0.00039870	0.00000000	0.00000000	0.00015972	0.00031367	0.00000000	0.00056760	0.00020473	0.00021045	0.02696587	0.00034302	0.00000000	0.00000000	0.00022901	0.00000000	0.00000000	0.00000000	0.00000000	0.00120973	0.00000000	0.00127244	0.00000000	0.00014103	0.00000000	0.00000000	0.00000000	0.00017679	0.00981620	0.00366423	0.00034739	0.01129779	0.00000000	0.00000000	0.01145364	0.00036636	0.02009585	0.00101730	0.00715695	0.00000000	0.00027948	0.00023675	0.00000000	0.00325827	0.01039132	0.00000000	0.00000000	0.00000000	0.00661714	0.00253671	0.00338656	0.00414725	0.01206540	0.00000000	0.00330602	0.00000000	0.00032188	0.00000000	0.00000000	0.00018168	0.00043571	0.00000000	0.00450920	0.00000000	0.00000000	0.00000000	0.00048389	0.00030730	0.01056140	0.00000000	0.00000000	0.00333716	0.00000000	0.00111638	0.00851302	0.00018085	0.00036613	0.00000000	0.00000000	0.00031195	0.00038869	0.00276290	0.00056169	0.00036967	0.00347384	0.00200835	0.00316735	0.00000000	0.00000000	0.00996280	0.00000000	0.00000000	0.00701421	0.00000000	0.00000000	0.00000000	0.00080200	0.00019894	0.00027744	0.00027149	0.00000000	0.00098260	0.02806321	0.00091226	0.00000000	0.00000000	0.00000000	0.02353828	0.00094856	0.00410159	0.00000000	0.00000000	0.00026650	0.00683020	0.00742879	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02355328	0.00000000	0.00890178	0.00000000	0.00410861	
Holdemania	0.00000000	0.00000000	0.00025477	0.00000000	0.00029489	0.00019711	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020169	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024878	0.00000000	0.00021292	0.00038707	0.00027248	0.00037067	0.00000000	0.00000000	0.00000000	0.00025182	0.00000000	0.00000000	0.00026118	0.00034157	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021816	0.00000000	0.00000000	0.00000000	0.00020768	0.00015155	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015635	0.00000000	0.00022889	0.00043112	0.00012842	0.00000000	0.00000000	0.00028122	0.00000000	0.00024166	0.00000000	0.00000000	0.00000000	0.00012538	0.00000000	0.00000000	0.00017176	0.00000000	0.00029395	0.00000000	0.00012830	0.00000000	0.00000000	0.00025885	0.00000000	0.00000000	0.00000000	0.00000000	0.00021047	0.00030214	0.00000000	0.00029846	0.00000000	0.00075852	0.00000000	0.00023359	0.00000000	0.00000000	0.00012736	0.00034558	0.00000000	0.00017060	0.00000000	0.00000000	0.00000000	0.00000000	0.00047357	0.00000000	0.00019995	0.00018459	0.00024449	0.00014441	0.00000000	0.00000000	0.00000000	0.00042787	0.00000000	0.00034212	0.00000000	0.00018439	0.00000000	0.00000000	0.00000000	0.00000000	0.00013005	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017431	0.00036030	0.00000000	0.00000000	0.00000000	0.00058347	0.00023078	0.00018391	0.00032941	0.00000000	0.00000000	0.00000000	0.00022951	0.00000000	0.00000000	0.00021577	0.00035048	0.00000000	0.00088589	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Intestinibacter	0.00000000	0.00000000	0.00000000	0.00041486	0.00000000	0.00087218	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00129299	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017614	0.00042594	0.00000000	0.00518341	0.00000000	0.00000000	0.00022215	0.00298560	0.00000000	0.00000000	0.00000000	0.00000000	0.00359098	0.00060338	0.00220496	0.00041977	0.00000000	0.00000000	0.00234503	0.00037690	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021626	0.00000000	0.00000000	0.00000000	0.00000000	0.00028339	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00068665	0.00024772	0.00000000	0.00000000	0.00029375	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00467114	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00297176	0.00000000	0.00000000	0.00000000	0.00259129	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00261107	0.00000000	0.00245528	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019361	0.00171775	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025415	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030252	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00185926	0.00000000	0.00000000	0.00099120	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00042127	0.00000000	0.00000000	0.00000000	0.00000000	
Klebsiella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00039941	0.00025637	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00373465	0.00000000	0.00000000	0.00000000	0.00075355	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03882895	0.00015875	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00866271	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015550	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00047327	0.00000000	0.00000000	0.00206220	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Kluyveromyces	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043638	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029613	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lachancea	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00460125	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00382694	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023672	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lachnoanaerobaculum	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013215	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020518	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028102	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lachnoclostridium	0.00224866	0.00631963	0.00424598	0.00484267	0.00603548	0.00396565	0.00421592	0.00360182	0.00380237	0.00197684	0.00372945	0.00663518	0.00466181	0.00308061	0.00703421	0.00259173	0.00494867	0.00621749	0.00000000	0.00639101	0.00615121	0.00588761	0.00491751	0.00257533	0.00302268	0.00441830	0.00431343	0.00611283	0.00565850	0.00473556	0.00079465	0.00480475	0.00452444	0.00000000	0.00405139	0.00684606	0.00541265	0.00000000	0.00378510	0.00527410	0.00318209	0.00295400	0.00308813	0.04524165	0.00290964	0.00391659	0.00531840	0.00080910	0.00276597	0.00364874	0.00304967	0.00231824	0.00000000	0.00470729	0.00378263	0.00284366	0.00596617	0.00411027	0.00477472	0.00128467	0.00155263	0.00309112	0.00494961	0.00400169	0.00566670	0.00462910	0.00917368	0.00438491	0.00332115	0.00425400	0.00318697	0.00188907	0.00538717	0.01586037	0.00391631	0.00463642	0.00641247	0.00484708	0.00371309	0.00249667	0.00212777	0.00641682	0.00591893	0.00526797	0.00579497	0.00501719	0.00537105	0.00352524	0.00157173	0.00436231	0.00577027	0.00641919	0.00671652	0.00706452	0.00215569	0.00462654	0.00227920	0.00235802	0.00316457	0.00238319	0.00561149	0.00239466	0.00386334	0.00434033	0.00624163	0.00554463	0.00672703	0.00628434	0.00045213	0.00695321	0.00607321	0.00397121	0.00371216	0.00282617	0.00176716	0.00416953	0.00308353	0.00149950	0.00653929	0.00391298	0.00413314	0.00137115	0.02043490	0.00220422	0.00493625	0.00680563	0.00520780	0.00000000	0.00465002	0.00546627	0.00615316	0.03372829	0.01061675	0.01226935	0.00247695	0.00311122	0.00354893	0.00549825	0.00319767	0.00431331	0.00346008	0.00589132	0.04594500	0.00454434	0.00000000	0.01088116	0.00323566	0.00541849	0.00383700	0.00131875	0.00176434	0.00000000	0.00378163	0.22732595	0.00045055	
Lactobacillus	0.00053411	0.00067748	0.00038006	0.00806001	0.00057310	0.00026353	0.00027475	0.00035137	0.00042457	0.00000000	0.00000000	0.00176328	0.00020601	0.00000000	0.00037606	0.00046827	0.00080847	0.04367832	0.00000000	0.00000000	0.00083441	0.00067032	0.00054435	0.00018339	0.00226554	0.00042025	0.00073724	0.00056042	0.00034091	0.00000000	0.00000000	0.00032085	0.00038477	0.00000000	0.00238692	0.00063222	0.00053253	0.00000000	0.00054136	0.00039013	0.00426286	0.00023011	0.00000000	0.00000000	0.00041530	0.00075314	0.00038531	0.00000000	0.00000000	0.00000000	0.01103050	0.00000000	0.00000000	0.00020703	0.00036095	0.00000000	0.00220518	0.00073654	0.00017857	0.00000000	0.00000000	0.00170825	0.00054518	0.00041032	0.00052800	0.00000000	0.00097427	0.00082252	0.00020215	0.00027316	0.00031646	0.00024381	0.00048321	0.00084243	0.00013983	0.04597284	0.00028634	0.00044132	0.00000000	0.00027417	0.00000000	0.00130024	0.00022001	0.00062586	0.00033380	0.00000000	0.01047225	0.00058941	0.00000000	0.00030102	0.00038581	0.00051949	0.00000000	0.00046912	0.00000000	0.00020033	0.00000000	0.00044209	0.00069124	0.00027885	0.00000000	0.00000000	0.00062730	0.00049693	0.00059722	0.00019470	0.00060812	0.00204393	0.00000000	0.01610665	0.00000000	0.00034265	0.00068021	0.22828449	0.00032926	0.00030403	0.00055064	0.00000000	0.00043332	0.00022997	0.00030332	0.00042902	0.00000000	0.00000000	0.00025477	0.00062566	0.00045448	0.00000000	0.00045148	0.00030545	0.00040707	0.00014177	0.00052550	0.00000000	0.00000000	0.00624281	0.00048140	0.00032982	0.00000000	0.00043912	0.00041645	0.00072003	0.00372360	0.00062025	0.00000000	0.00000000	0.00000000	0.00042360	0.00000000	0.00000000	0.00000000	0.00000000	0.00067289	0.00000000	0.00000000	
Lactococcus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00494499	0.00000000	0.00000000	0.00000000	0.00000000	0.00664681	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016656	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01044646	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00318507	0.00176426	0.00000000	0.00000000	0.00000000	0.00000000	0.00291277	0.00603352	0.00000000	0.00051966	0.00208442	0.00000000	0.00153970	0.00000000	0.00159322	0.00000000	0.00000000	0.00000000	0.00227384	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008991	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00066087	0.00028664	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00318677	0.00000000	0.00275397	0.00145952	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lentisphaera	0.00000000	0.00000000	0.00000000	0.00000000	0.00014355	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033860	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015531	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016640	0.00019303	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008469	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031284	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Leptotrichia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00188006	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Leuconostoc	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019333	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lysinibacillus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00322483	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
