ID	D.MH0001	D.MH0002	D.MH0003	D.MH0004	D.MH0005	D.MH0006	D.MH0007	D.MH0008	D.MH0009	D.MH0010	D.MH0011	D.MH0012	D.MH0013	D.MH0014	D.MH0015	D.MH0016	D.MH0017	D.MH0018	D.MH0019	D.MH0020	D.MH0021	D.MH0022	D.MH0023	D.MH0024	D.MH0025	D.MH0026	D.MH0027	D.MH0028	D.MH0030	D.MH0031	D.MH0032	D.MH0033	D.MH0034	D.MH0035	D.MH0036	D.MH0037	D.MH0038	D.MH0039	D.MH0040	D.MH0041	D.MH0042	D.MH0043	D.MH0044	D.MH0045	D.MH0046	D.MH0047	D.MH0048	D.MH0049	D.MH0050	D.MH0051	D.MH0052	D.MH0053	D.MH0054	D.MH0055	D.MH0056	D.MH0057	D.MH0058	D.MH0059	D.MH0060	D.MH0061	D.MH0062	D.MH0063	D.MH0064	D.MH0065	D.MH0066	D.MH0067	D.MH0068	D.MH0069	D.MH0070	D.MH0071	D.MH0072	D.MH0073	D.MH0074	D.MH0075	D.MH0076	D.MH0077	D.MH0078	D.MH0079	D.MH0080	D.MH0081	D.MH0082	D.MH0083	D.MH0084	D.MH0085	D.MH0086	
Clostridium	0.00476283	0.01319481	0.01753760	0.00895176	0.00356846	0.01506766	0.02115426	0.01034475	0.04757760	0.00787449	0.01620002	0.04061486	0.07822528	0.02075123	0.01639167	0.01089630	0.03295912	0.00179028	0.00976342	0.01184034	0.00825236	0.02786326	0.01312790	0.01656552	0.01280545	0.02148417	0.01378067	0.01955803	0.02744707	0.03260091	0.01343511	0.01698778	0.01607365	0.02868258	0.01942957	0.01421212	0.02351330	0.00936104	0.01796636	0.01681521	0.02256916	0.01611300	0.03834602	0.01087719	0.00798990	0.00495990	0.05906535	0.00729349	0.01890101	0.01224237	0.02604781	0.03703739	0.03218203	0.00752296	0.01438137	0.00569529	0.01483139	0.01476676	0.04097239	0.01422242	0.02241481	0.05012117	0.01622485	0.04001907	0.02474018	0.00715943	0.01264177	0.02305134	0.01831106	0.02051459	0.01242357	0.00805078	0.02284845	0.02474150	0.01404579	0.02693556	0.01354972	0.09207374	0.01105029	0.04079779	0.03279357	0.01452558	0.01546074	0.01123684	0.03123498	
Collinsella	0.00000000	0.00000000	0.00017114	0.00000000	0.00000000	0.00043977	0.00000000	0.00000000	0.00028910	0.00000000	0.00000000	0.00151754	0.00000000	0.00000000	0.00000000	0.00015071	0.00000000	0.00000000	0.00000000	0.00103538	0.00000000	0.00000000	0.00000000	0.00000000	0.00071953	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00482983	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019599	0.00000000	0.00000000	0.00036882	0.00000000	0.00041376	0.00000000	0.00000000	0.00000000	0.00087852	0.00000000	0.00000000	0.01038614	0.00000000	0.00000000	0.00000000	0.00029374	0.00000000	0.00032465	0.00022011	0.00000000	0.00000000	0.00000000	0.00079721	0.00153550	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00062384	0.00759151	
Coprobacillus	0.00000000	0.00045214	0.00000000	0.00000000	0.00000000	0.00076818	0.00000000	0.00000000	0.00000000	0.00000000	0.00027390	0.00028217	0.00000000	0.00000000	0.00000000	0.00023978	0.00000000	0.00000000	0.00000000	0.00000000	0.00047564	0.00000000	0.00000000	0.00000000	0.00000000	0.00047992	0.00000000	0.00033528	0.00049851	0.00067645	0.00000000	0.00032225	0.00000000	0.00030505	0.00000000	0.00000000	0.00000000	0.00026939	0.00000000	0.00000000	0.00000000	0.00027778	0.00000000	0.00023841	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00065912	0.00000000	0.00021628	0.00027674	0.00000000	0.00022165	0.00054370	0.00000000	0.00000000	0.00047380	0.00047115	0.00000000	0.00082584	0.00000000	0.00020198	0.00031666	0.00041823	0.00041908	0.00107301	0.00067580	0.00051570	0.00000000	0.00000000	0.00000000	0.00043196	0.00000000	0.00088515	0.00065337	0.00000000	0.00058963	0.00000000	0.00000000	0.00000000	0.00045829	
Coprococcus	0.00142591	0.00477950	0.01168432	0.00079151	0.00679637	0.00341778	0.06083123	0.00183861	0.00159196	0.00083439	0.00181942	0.00279320	0.00243736	0.00247078	0.04206202	0.00097433	0.00180195	0.00000000	0.07223187	0.00514143	0.00123723	0.01360141	0.00169032	0.00428941	0.00214531	0.00433637	0.03287567	0.00198805	0.01907195	0.00193277	0.00125134	0.00366087	0.02942969	0.00510833	0.00235642	0.00129810	0.00130036	0.00138888	0.00231887	0.00350317	0.02121890	0.02619567	0.00414914	0.00316336	0.01879684	0.00000000	0.00157076	0.00154093	0.01578299	0.02153269	0.02047612	0.00272712	0.00750607	0.02485492	0.01868793	0.00059991	0.00295714	0.00213542	0.00185223	0.00107474	0.01106018	0.01876522	0.02007210	0.01387129	0.00290362	0.00088514	0.00157487	0.01148941	0.01620065	0.00307125	0.00190124	0.00137544	0.00179972	0.01757052	0.00311851	0.00211986	0.02017281	0.00110469	0.01350222	0.00198059	0.00193854	0.00336463	0.00079125	0.00250709	0.01727861	
Coraliomargarita	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00004890	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00053632	0.00000000	0.00000000	0.00000000	0.00000000	0.00021030	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034552	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Dehalobacter	0.00000000	0.00000000	0.00065716	0.00000000	0.00000000	0.00019457	0.00000000	0.00000000	0.00030921	0.00000000	0.00000000	0.00033403	0.00000000	0.00041461	0.00000000	0.00017962	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00114855	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00049879	0.00000000	0.00000000	0.00000000	0.00000000	0.00048575	0.00000000	0.00000000	0.00000000	0.00030415	0.00000000	0.00037418	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034320	0.00000000	0.00000000	0.00065066	0.00039272	0.00000000	0.00041443	0.00000000	0.00000000	0.00018482	0.00080151	0.00000000	0.00000000	0.00067458	0.00042199	0.00000000	0.00000000	0.00000000	0.00000000	0.00016689	0.00000000	0.00032078	0.00000000	0.00000000	0.00000000	0.00024775	0.00000000	0.00019470	0.00000000	0.00000000	0.00019616	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfitobacterium	0.00000000	0.00025197	0.00000000	0.00000000	0.00000000	0.00027165	0.00000000	0.00000000	0.00026443	0.00000000	0.00023656	0.00041552	0.00000000	0.00040869	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031591	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030306	0.00000000	0.00000000	0.00035937	0.00000000	0.00035924	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030683	0.00000000	0.00000000	0.00000000	0.00035395	0.00000000	0.00039599	0.00000000	0.00000000	0.00032935	0.00028334	0.00000000	0.00000000	0.00041555	0.00000000	0.00043652	0.00046556	0.00000000	0.00000000	0.00052726	0.00043874	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00053557	0.00000000	0.00000000	0.00035474	0.00026577	0.00000000	0.00024309	0.00000000	0.00000000	0.00044916	
Desulfosporosinus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022885	0.00000000	0.00000000	0.00045919	0.00000000	0.00021180	0.00046321	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033711	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029391	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026725	0.00000000	0.00000000	0.00000000	0.00033669	0.00000000	0.00027760	0.00000000	0.00000000	0.00000000	0.00028939	0.00023684	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027972	0.00000000	0.00024444	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfotomaculum	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013479	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028537	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfovibrio	0.00000000	0.00076767	0.00000000	0.00000000	0.00000000	0.00368463	0.00000000	0.00000000	0.00086133	0.00000000	0.00117517	0.00011021	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00527378	0.00000000	0.00000000	0.00018000	0.00000000	0.00018003	0.00775381	0.00026784	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00376243	0.00000000	0.00065456	0.00000000	0.00000000	0.00015286	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00149044	0.00081362	0.00000000	0.00025288	0.00000000	0.00000000	0.00000000	0.00000000	0.00052773	0.00000000	0.00000000	0.00000000	0.00000000	0.00033881	0.00231224	0.00051710	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Dialister	0.00062684	0.00000000	0.01361931	0.00000000	0.00086052	0.00072582	0.00000000	0.01342940	0.00000000	0.00189132	0.00000000	0.01025247	0.00000000	0.00000000	0.01431062	0.00000000	0.00000000	0.00000000	0.02530532	0.02154405	0.01693137	0.00000000	0.00000000	0.00739145	0.00000000	0.00000000	0.00000000	0.00000000	0.01709972	0.01254713	0.03595564	0.01697630	0.00000000	0.01817304	0.02280257	0.03490272	0.00000000	0.00024405	0.02129571	0.02478325	0.01232163	0.01297205	0.01395738	0.00000000	0.00000000	0.00000000	0.01216229	0.04203639	0.00000000	0.01652124	0.01803943	0.05114579	0.00036065	0.01405625	0.00000000	0.02830377	0.00000000	0.00000000	0.00000000	0.02837117	0.02241451	0.01670576	0.04366988	0.00958244	0.00919799	0.01267876	0.03659302	0.00000000	0.00593112	0.00613623	0.03001757	0.00000000	0.02307324	0.01493502	0.00000000	0.02905015	0.00000000	0.00000000	0.00000000	0.01553854	0.00000000	0.00028482	0.00000000	0.00000000	0.00000000	
Dorea	0.00000000	0.00103432	0.00310643	0.00000000	0.00000000	0.00350962	0.00160946	0.00196340	0.00083684	0.00117282	0.00140919	0.00344973	0.00000000	0.00104850	0.00000000	0.00107915	0.00000000	0.00000000	0.00112465	0.00072319	0.00113623	0.00129531	0.00000000	0.00116774	0.00102112	0.00074382	0.00146519	0.00090179	0.00096689	0.00077536	0.00097168	0.00088822	0.00115334	0.00115811	0.00109197	0.00213254	0.00054274	0.00082186	0.00074101	0.00496997	0.01690924	0.00097135	0.00105996	0.00216254	0.00078410	0.00000000	0.00054714	0.00056601	0.00715719	0.00260708	0.00140719	0.00200922	0.00095581	0.00064257	0.00135691	0.00071364	0.00114879	0.00308832	0.00150443	0.00084809	0.00789016	0.00099949	0.00104220	0.00111673	0.00127110	0.00087306	0.00310646	0.00323718	0.00111998	0.00180126	0.00197760	0.00155064	0.00076638	0.00260625	0.00138330	0.00122616	0.00110612	0.00068404	0.00153743	0.00105942	0.00101939	0.00173379	0.00070731	0.00070824	0.00871912	
Eggerthella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038593	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015218	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029172	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00098326	
Elusimicrobium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04684877	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Enterococcus	0.00000000	0.00085128	0.00048260	0.00000000	0.00000000	0.00033007	0.00000000	0.00000000	0.00053922	0.00000000	0.00051153	0.00042578	0.00000000	0.00061773	0.00000000	0.00032152	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040873	0.00000000	0.00000000	0.00055449	0.00000000	0.00000000	0.00000000	0.00051021	0.00000000	0.00057084	0.00047388	0.00053346	0.00000000	0.00031128	0.00043738	0.00000000	0.00066827	0.00044809	0.00000000	0.00047751	0.00000000	0.00000000	0.00000000	0.00000000	0.00044934	0.00000000	0.00000000	0.00075591	0.00055237	0.00026824	0.00058632	0.00000000	0.00028866	0.00082708	0.00061826	0.00000000	0.00067294	0.00060305	0.00087585	0.00067196	0.00066165	0.00000000	0.00000000	0.00052291	0.00044176	0.00070206	0.00071416	0.00064075	0.00033372	0.00033694	0.00050979	0.00046948	0.00000000	0.00083039	0.00027934	0.00034473	0.00052845	0.00044135	0.00000000	0.00000000	0.00050255	
Enterorhabdus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00160960	
Erysipelatoclostridium	0.00000000	0.00032641	0.00000000	0.00000000	0.00000000	0.00052149	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013286	0.00000000	0.00000000	0.00000000	0.00017276	0.00000000	0.00000000	0.00000000	0.00000000	0.00040440	0.00000000	0.00000000	0.00000000	0.00000000	0.00017661	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022864	0.00000000	0.00000000	0.00026301	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00037497	0.00033776	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00042472	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023447	
Escherichia	0.00000000	0.00044605	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00058928	0.00000000	0.04088098	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01721482	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00052640	0.00000000	0.00118702	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031715	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00534360	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00082352	
Ethanoligenens	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011193	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029542	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040178	0.00000000	0.00000000	0.00036019	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Eubacterium	0.01486389	0.14575328	0.01926319	0.04038716	0.02666564	0.01587278	0.07551808	0.09526116	0.00584590	0.08602431	0.00932212	0.01059274	0.00376028	0.02379395	0.01439754	0.03078464	0.01509010	0.00789235	0.05344149	0.00801000	0.10235169	0.04701259	0.05086017	0.01972357	0.02941263	0.02168348	0.05115865	0.02407729	0.01589150	0.01097653	0.05983077	0.05894197	0.07568685	0.07766507	0.05271342	0.02268341	0.02819496	0.02707422	0.02221326	0.06337447	0.03014138	0.02730339	0.04658751	0.07214106	0.06290522	0.00206119	0.01063659	0.01454836	0.01289033	0.04549884	0.05723883	0.03940209	0.03402028	0.02188807	0.06802711	0.03230832	0.03881574	0.09879596	0.01676715	0.03129734	0.03226360	0.02924796	0.04141361	0.02293151	0.05170442	0.01786197	0.03996976	0.08026254	0.04431154	0.05035620	0.08346027	0.06085259	0.01422202	0.01758283	0.04216469	0.04994576	0.02015957	0.01944977	0.05524304	0.02038991	0.06256808	0.02238442	0.01517101	0.10859562	0.03187365	
Faecalibacterium	0.00438566	0.01193535	0.03247398	0.00803211	0.00181056	0.01607467	0.00490310	0.04950736	0.01037496	0.04866732	0.02474621	0.01308557	0.00247221	0.01930873	0.05174248	0.00776062	0.07083821	0.00513994	0.00557870	0.03271199	0.01014881	0.00389467	0.00444984	0.00814598	0.00509656	0.00778559	0.05423349	0.01049851	0.00897341	0.00951317	0.03236920	0.01445682	0.01687128	0.00875174	0.00777993	0.01331669	0.00421477	0.01826713	0.01314149	0.01572426	0.00693152	0.01103215	0.04388452	0.02601949	0.01407836	0.00068121	0.01370359	0.00865844	0.00965009	0.00405216	0.00447505	0.01202396	0.02365293	0.01767227	0.01525778	0.00783554	0.01883038	0.00965859	0.03208617	0.01979224	0.04684432	0.00795120	0.03550373	0.01957970	0.00619234	0.03199934	0.03394902	0.01580800	0.01635254	0.02474545	0.03278176	0.02480274	0.01487339	0.01935488	0.00962636	0.02023893	0.00238968	0.00321619	0.00550700	0.00660428	0.00964866	0.04025938	0.01040485	0.03054610	0.03101420	
Faecalitalea	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009984	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020674	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025551	
Flavonifractor	0.00000000	0.00000000	0.00093073	0.00000000	0.00000000	0.00026630	0.00000000	0.00000000	0.00030234	0.00000000	0.00016662	0.00056026	0.00000000	0.00027614	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040474	0.00000000	0.00000000	0.00000000	0.00000000	0.00030688	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00129647	0.00000000	0.00000000	0.00076685	0.00047002	0.00074367	0.00044531	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040546	0.00040774	0.00042572	0.00044166	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025515	0.00000000	0.00000000	0.00023342	0.00032935	0.00000000	0.00044349	0.00000000	0.00000000	0.00119250	0.00034558	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00032987	0.00000000	0.00000000	0.00000000	
Fretibacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019335	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Fusobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019756	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026287	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00039054	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035719	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025036	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
