ID	SRR1944873	SRR1951826	SRR1952058	SRR1952344	SRR1952350	SRR1952418	SRR1952433	SRR1952434	SRR1952455	SRR1952457	SRR1952459	SRR1952490	SRR1952501	SRR1952509	SRR1952518	SRR1952521	SRR1952522	SRR1952526	SRR1952531	SRR1952562	SRR1952575	SRR1952582	SRR1952598	SRR1952605	SRR1952610	SRR1952613	SRR1952617	SRR1952618	SRR1952620	SRR1952621	SRR2077402	SRR2077403	SRR2175645	SRR2175647	SRR2175649	SRR2175654	SRR2175658	SRR2175659	SRR2175670	SRR2175721	SRR2175723	SRR2175724	SRR2175725	SRR2175726	SRR2175727	SRR2175728	SRR2175745	SRR2175749	SRR2175750	SRR2175755	SRR2175756	SRR2175762	SRR2175763	SRR2175764	SRR2175765	SRR2175766	SRR2175767	SRR2175768	SRR2175769	SRR2175771	SRR2175772	SRR2175773	SRR2175774	SRR2175775	SRR2175776	SRR2175777	SRR2175778	SRR2175779	SRR2175780	SRR2175792	SRR2175804	SRR2240255	SRR2240257	SRR2240287	SRR2240290	SRR2240291	SRR2240318	SRR2240728	SRR2240729	SRR2240837	SRR2240917	SRR2240921	SRR2241023	SRR2241109	SRR2241118	SRR2241305	SRR2241306	SRR2241409	SRR2241505	SRR2241593	SRR2241597	
Acholeplasma	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011241	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00110858	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016455	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024139	0.00000000	0.00000000	0.00000000	0.00000000	
Acidaminococcus	0.00029989	0.00000000	0.00000000	0.00000000	0.00018588	0.00017614	0.00028223	0.00031813	0.00345330	0.00000000	0.00000000	0.00000000	0.00137061	0.00016799	0.00000000	0.00000000	0.00021589	0.00053179	0.00000000	0.00000000	0.00000000	0.00016873	0.00000000	0.00000000	0.00000000	0.00040305	0.00000000	0.00000000	0.00034383	0.00000000	0.00030135	0.00298666	0.00029595	0.00052263	0.00000000	0.00000000	0.00000000	0.00297213	0.00071253	0.00000000	0.00049107	0.00019376	0.00087579	0.00175551	0.00258346	0.00000000	0.00000000	0.00000000	0.00014235	0.00000000	0.02004647	0.00000000	0.00018892	0.00000000	0.00071680	0.00021578	0.00380761	0.00064206	0.00067956	0.00000000	0.00030790	0.00073609	0.00030322	0.00000000	0.00751237	0.00000000	0.00000000	0.00024066	0.00191925	0.00000000	0.00000000	0.00000000	0.00027169	0.00030135	0.00298667	0.00000000	0.00023126	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020607	0.00000000	0.00000000	0.00040752	0.01551588	0.01085822	0.02669640	0.00000000	0.00026526	
Akkermansia	0.00042985	0.00000000	0.00047367	0.01496970	0.00691055	0.00020838	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00691246	0.00490204	0.00000000	0.00000000	0.00040310	0.00838844	0.02780139	0.02956016	0.00000000	0.00000000	0.00721484	0.00895031	0.03719981	0.09264804	0.16207952	0.00811212	0.00000000	0.00000000	0.01251295	0.00882655	0.01499597	0.00000000	0.00000000	0.01399817	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01515126	0.00000000	0.00029873	0.10905632	0.00484699	0.00000000	0.00573781	0.00903947	0.00000000	0.01867206	0.00000000	0.03343509	0.00000000	0.00355335	0.02928946	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00721470	0.00895031	0.00000000	0.00000000	0.00000000	0.00000000	0.00042468	0.00000000	0.00516611	0.00467379	0.00584982	0.01624183	0.01657330	0.01501284	0.11112622	0.00000000	0.00000000	0.08070527	
Alistipes	0.05979066	0.07592667	0.06869393	0.06140262	0.09099291	0.07744134	0.06193362	0.05442273	0.03172175	0.00000000	0.00000000	0.01162978	0.00526921	0.09890280	0.00000000	0.00612799	0.00604901	0.01499947	0.01220431	0.09993107	0.09781204	0.07378968	0.06734133	0.04218105	0.07396634	0.05307443	0.05404879	0.09762415	0.09620381	0.06697039	0.19593198	0.10481532	0.01061493	0.23518645	0.06519680	0.02314376	0.05412837	0.04611424	0.14221676	0.00000000	0.01464253	0.05805850	0.00000000	0.07979341	0.06443712	0.00000000	0.04985969	0.00875978	0.10406129	0.01281574	0.05418974	0.13995454	0.01723920	0.07207068	0.07332128	0.09738983	0.05490150	0.17263605	0.02866737	0.00218793	0.03117255	0.04777586	0.05838526	0.03854691	0.00000000	0.04947729	0.00000000	0.04273625	0.00000000	0.03656874	0.10886317	0.15804050	0.11881833	0.19592975	0.10481564	0.01337986	0.03807368	0.11234083	0.07787621	0.07955131	0.11728349	0.03991215	0.11707010	0.01471500	0.05599271	0.03234523	0.07432838	0.08860602	0.13805584	0.04075913	0.09765338	
Alloprevotella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043323	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00037145	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00376017	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033707	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00671204	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Anaerostipes	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024238	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029547	0.00000000	0.00050421	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00123033	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011871	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020536	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Anaerotruncus	0.00023157	0.00143822	0.00000000	0.00034140	0.00030139	0.00022066	0.00061947	0.00059740	0.00017703	0.00036207	0.00037392	0.00000000	0.00090645	0.00089924	0.00000000	0.00000000	0.00030943	0.00053119	0.00048028	0.00000000	0.00000000	0.00034885	0.00195202	0.00063415	0.00049222	0.00136456	0.00143544	0.00000000	0.00000000	0.00039814	0.00186537	0.00140649	0.00154111	0.00097899	0.00206688	0.00011078	0.00000000	0.00059587	0.00093294	0.00070577	0.00033269	0.00163896	0.00000000	0.00057896	0.00000000	0.00000000	0.00000000	0.00018005	0.00000000	0.00000000	0.00000000	0.00157927	0.00000000	0.00012038	0.00150859	0.00019664	0.00099882	0.00160883	0.00027872	0.00000000	0.00129824	0.00124321	0.00031420	0.00000000	0.00018606	0.00242251	0.00033457	0.00000000	0.00000000	0.00112625	0.00000000	0.00000000	0.00146545	0.00186536	0.00140650	0.00000000	0.00034523	0.00000000	0.00260534	0.00056271	0.00034372	0.00034337	0.00089619	0.00039943	0.00118745	0.00033276	0.00045174	0.00000000	0.00249466	0.00000000	0.00038543	
Bacillus	0.00000000	0.00054536	0.00000000	0.00000000	0.00000000	0.00026292	0.00000000	0.00055777	0.00000000	0.00000000	0.00000000	0.00000000	0.00050476	0.00033987	0.00000000	0.00000000	0.00000000	0.00000000	0.00037740	0.00000000	0.00000000	0.00000000	0.00000000	0.00030799	0.00000000	0.00068771	0.00058362	0.00000000	0.00000000	0.00024459	0.00018733	0.00051594	0.00042903	0.00000000	0.00054636	0.00000000	0.00034864	0.00000000	0.00033652	0.00000000	0.00000000	0.00000000	0.00000000	0.00048514	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00063045	0.00000000	0.00000000	0.00033163	0.00000000	0.00024570	0.00048082	0.00000000	0.00000000	0.00073891	0.00000000	0.00000000	0.00000000	0.00000000	0.00025960	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00074711	0.00018733	0.00051594	0.00000000	0.00022632	0.00000000	0.00000000	0.00054058	0.00000000	0.00000000	0.00052309	0.00000000	0.00096908	0.00034967	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Bacteroides	0.65015080	0.42552857	0.51808234	0.30706542	0.59256801	0.60618240	0.44169747	0.55831073	0.59905502	0.77898622	0.80796270	0.63212172	0.38786732	0.44494534	0.71594756	0.67554406	0.46148318	0.48009896	0.32627174	0.53441481	0.59367064	0.59756159	0.45263140	0.34636308	0.48701499	0.44348701	0.31405686	0.63772806	0.73539647	0.51930544	0.41737570	0.41773418	0.39569219	0.27790917	0.05660950	0.67968088	0.47890145	0.38161316	0.34377218	0.51597699	0.42716226	0.41430502	0.79975291	0.46723320	0.40263335	0.72155129	0.24260214	0.23338200	0.63530361	0.80932096	0.26234491	0.34502598	0.70034889	0.54838759	0.31972508	0.34950037	0.44714255	0.22896279	0.58166840	0.71710861	0.17946825	0.44716854	0.63572477	0.71317391	0.76184797	0.25193533	0.82334522	0.80929504	0.63450440	0.48961207	0.59055080	0.12747582	0.12823094	0.41737084	0.41773573	0.78416900	0.64894426	0.44804474	0.34950834	0.21428584	0.55745505	0.79077500	0.39783695	0.52595774	0.20000024	0.54733683	0.39547520	0.43316333	0.33555517	0.68080744	0.47864926	
Barnesiella	0.00000000	0.00000000	0.00000000	0.02786846	0.00000000	0.00000000	0.00000000	0.00000000	0.02430298	0.00000000	0.00000000	0.00000000	0.00035447	0.02435753	0.00000000	0.00000000	0.00392047	0.00632180	0.00891499	0.03723668	0.04893963	0.01416136	0.03862012	0.00115160	0.00265544	0.00000000	0.01627818	0.00615478	0.00000000	0.03689741	0.00000000	0.00000000	0.01107164	0.00000000	0.00031279	0.00000000	0.00018448	0.00000000	0.00439389	0.03208535	0.00142833	0.00346523	0.00000000	0.00000000	0.00000000	0.00000000	0.04765310	0.00126781	0.00000000	0.00000000	0.00000000	0.00000000	0.00737936	0.00000000	0.00078982	0.00000000	0.00000000	0.00412022	0.01714255	0.00000000	0.06453286	0.00971922	0.00543236	0.01344338	0.00000000	0.00419644	0.00000000	0.00000000	0.00000000	0.00565574	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00096353	0.01692924	0.00000000	0.00000000	0.00000000	0.01436823	0.00000000	0.00155514	0.00000000	0.01556445	0.00000000	0.00000000	0.02486759	0.00000000	0.00000000	0.00163700	
Bifidobacterium	0.00023147	0.00922624	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00109442	0.00393736	0.00000000	0.00000000	0.00000000	0.00239753	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00510055	0.00068145	0.00096026	0.00000000	0.00000000	0.00000000	0.00026090	0.00000000	0.00479880	0.00762887	0.00000000	0.08471370	0.00000000	0.00000000	0.00491580	0.00362602	0.00178337	0.01032031	0.00000000	0.00147764	0.00102803	0.00000000	0.00034092	0.00000000	0.00000000	0.00000000	0.00000000	0.05822119	0.00000000	0.00000000	0.00000000	0.01655023	0.00000000	0.00000000	0.00100912	0.00000000	0.00035241	0.00149450	0.00000000	0.00000000	0.00000000	0.00098877	0.00027245	0.00000000	0.00000000	0.00095488	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00479880	0.00000000	0.00000000	0.00100573	0.00062573	0.00136759	0.00000000	0.00000000	0.00457352	0.00000000	0.01058393	0.00000000	0.00000000	0.00027947	0.00000000	0.00000000	0.00000000	
Bilophila	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00149315	0.01134963	0.00476428	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013580	0.00000000	0.00000000	0.00000000	0.00077567	0.00000000	0.00542845	0.00000000	0.00575238	0.00000000	0.00000000	0.00000000	0.00072618	0.00000000	0.00000000	0.01220341	0.00000000	0.00000000	0.00023872	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038859	0.00000000	0.00309907	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011609	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00542845	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010898	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Blastocystis	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01448428	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Blautia	0.00000000	0.00132075	0.00073343	0.00125778	0.00051088	0.00047957	0.00202158	0.00117849	0.00070431	0.00061343	0.00128994	0.00310634	0.00574176	0.00150116	0.00093794	0.00191832	0.00081609	0.00146434	0.00225578	0.00056371	0.00054129	0.00067782	0.00181889	0.00086283	0.00152102	0.00092982	0.00104752	0.00000000	0.00030634	0.00206758	0.00111526	0.00143714	0.00117369	0.00073986	0.00208588	0.00056836	0.00140157	0.00292387	0.00245531	0.00098745	0.00642322	0.00028861	0.00114031	0.00046571	0.00375211	0.00055462	0.00000000	0.00591817	0.00023781	0.00000000	0.00217032	0.00126977	0.00142957	0.00070650	0.00224715	0.00017639	0.00224290	0.00150663	0.00039365	0.00148699	0.00223840	0.00049388	0.00123655	0.00000000	0.00030700	0.00141836	0.00045497	0.00029971	0.00000000	0.00062312	0.00000000	0.00000000	0.00366373	0.00111526	0.00143715	0.00000000	0.00067712	0.00172564	0.00117923	0.00205105	0.00078289	0.00023228	0.00454385	0.00139711	0.00120570	0.00188339	0.00097418	0.00058592	0.00127161	0.00344711	0.00045426	
Burkholderia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026442	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033372	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025806	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Butyricicoccus	0.00000000	0.00039929	0.00000000	0.00000000	0.00097221	0.00059719	0.00026770	0.00000000	0.00000000	0.00026430	0.00024915	0.00000000	0.00431310	0.00150016	0.00000000	0.00000000	0.00000000	0.00129409	0.00021985	0.00000000	0.00023233	0.00011270	0.00044341	0.00000000	0.00031863	0.00048466	0.00027125	0.00000000	0.00000000	0.00145700	0.00018211	0.00047069	0.00047098	0.00029724	0.00187036	0.00015813	0.00000000	0.00020748	0.00040510	0.00000000	0.00062154	0.00000000	0.00000000	0.00000000	0.00000000	0.00041827	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00039871	0.00000000	0.00000000	0.00042095	0.00000000	0.00148507	0.00036731	0.00000000	0.00000000	0.00056950	0.00000000	0.00000000	0.00000000	0.00021278	0.00000000	0.00000000	0.00000000	0.00000000	0.00036638	0.00000000	0.00000000	0.00107135	0.00018211	0.00047069	0.00000000	0.00021316	0.00000000	0.00043341	0.00036177	0.00023753	0.00000000	0.00039058	0.00034797	0.00000000	0.00033773	0.00000000	0.00021233	0.00000000	0.00000000	0.00037178	
Butyricimonas	0.00030354	0.00044974	0.00000000	0.00033680	0.00145891	0.00127775	0.00022503	0.00088065	0.00056029	0.00000000	0.00000000	0.00000000	0.00000000	0.00131586	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040796	0.00013899	0.00000000	0.00000000	0.00000000	0.00011505	0.00000000	0.00070550	0.00000000	0.00022231	0.00698838	0.00066720	0.00000000	0.00057714	0.00000000	0.00000000	0.00028462	0.00000000	0.00521505	0.00000000	0.00000000	0.00027538	0.00000000	0.00126233	0.00000000	0.00000000	0.00000000	0.00000000	0.00208428	0.00000000	0.00000000	0.00030359	0.00000000	0.00000000	0.00042234	0.02578804	0.00000000	0.00561624	0.00624611	0.00000000	0.00000000	0.00266685	0.00000000	0.00000000	0.00000000	0.00021899	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00699063	0.00066720	0.00000000	0.00016482	0.00000000	0.00244238	0.00022959	0.00000000	0.00000000	0.00120852	0.00014404	0.00000000	0.00181093	0.00000000	0.00025663	0.00000000	0.00000000	0.00349951	
Butyrivibrio	0.00000000	0.00065128	0.00000000	0.00117190	0.00021992	0.00036900	0.00049172	0.00109982	0.00022293	0.00000000	0.00000000	0.00046252	0.00162544	0.00060213	0.00074900	0.00000000	0.00063694	0.00076516	0.00088059	0.00000000	0.00022926	0.00107448	0.00068659	0.00054630	0.00066770	0.00094844	0.00583881	0.00000000	0.00000000	0.00059078	0.00035969	0.00046532	0.00078879	0.00033952	0.00071510	0.00066945	0.00077098	0.00134442	0.00037528	0.00080248	0.00044368	0.00017014	0.00000000	0.00032924	0.00000000	0.00000000	0.00000000	0.00000000	0.00011772	0.00000000	0.00000000	0.00046036	0.00000000	0.00000000	0.00100778	0.00031086	0.00208054	0.00022453	0.00017015	0.00000000	0.00051271	0.00000000	0.00075440	0.00000000	0.00016595	0.00160706	0.00028102	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00056952	0.00035969	0.00046533	0.00000000	0.00025127	0.00291295	0.00060820	0.00122459	0.00087708	0.00027788	0.00038927	0.00067218	0.00074803	0.00078968	0.00100285	0.00048224	0.00072832	0.00000000	0.00000000	
Candidatus_Methanomethylophilus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036256	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Catenibacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014290	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011766	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014290	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Clostridium	0.00192913	0.01659162	0.00499716	0.00674957	0.00461929	0.00485342	0.00663439	0.00817146	0.00314140	0.00147968	0.00292938	0.00396329	0.00955714	0.00799458	0.00364543	0.00300601	0.00566292	0.00631116	0.00858911	0.00232502	0.00501865	0.00407831	0.00785256	0.01017480	0.00695550	0.01039134	0.01241316	0.00067582	0.00123712	0.00477012	0.00828150	0.01307503	0.02123992	0.01221088	0.01796889	0.00348400	0.00568683	0.00956106	0.01790075	0.00851701	0.00580124	0.00572772	0.00365943	0.00716303	0.00738528	0.00330817	0.00241775	0.01038627	0.00136168	0.00000000	0.01385773	0.02221437	0.00171853	0.00204194	0.00862057	0.00202888	0.00518957	0.02030240	0.00247336	0.00355537	0.05525673	0.00403717	0.00361582	0.00102711	0.00215932	0.00871302	0.00169506	0.00114572	0.01268867	0.01035002	0.00467465	0.04979503	0.03839665	0.00828142	0.01307505	0.00000000	0.00211520	0.00769478	0.00827974	0.00936139	0.00401848	0.00175757	0.01311484	0.00601294	0.02354025	0.00453808	0.00638957	0.00267468	0.01129831	0.00151207	0.00292043	
Collinsella	0.00000000	0.00173702	0.00000000	0.00000000	0.00000000	0.00000000	0.00185412	0.00000000	0.00000000	0.00000000	0.00000000	0.00225796	0.00055434	0.00046889	0.00000000	0.00027145	0.00000000	0.00000000	0.00000000	0.00014819	0.00000000	0.00000000	0.00024132	0.00037255	0.00000000	0.00187610	0.00000000	0.00000000	0.00000000	0.00016820	0.00032295	0.00543305	0.00159433	0.00133196	0.00469334	0.00000000	0.00000000	0.00055670	0.00230469	0.00000000	0.00863467	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019378	0.00000000	0.00045487	0.00000000	0.00000000	0.00000000	0.00156953	0.00000000	0.00078217	0.00092305	0.00039394	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00064239	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00105566	0.00032295	0.00543307	0.00000000	0.00000000	0.00000000	0.00028957	0.00000000	0.00000000	0.00000000	0.00032343	0.00058716	0.00380954	0.00000000	0.00068499	0.00000000	0.00773150	0.00000000	0.00000000	
Coprobacillus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026850	0.00000000	0.00000000	0.00024833	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034045	0.00000000	0.00000000	0.00000000	0.00000000	0.00011393	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028566	0.00000000	0.00026850	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00041632	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017763	
Coprococcus	0.00000000	0.00062579	0.00000000	0.00131347	0.00048563	0.00031015	0.00039845	0.00060064	0.00026172	0.00000000	0.00013204	0.00059306	0.00114329	0.00201181	0.00000000	0.00033952	0.00366713	0.00119612	0.00105738	0.00000000	0.00017095	0.00000000	0.00517907	0.00992515	0.00039827	0.00097067	0.00571414	0.00000000	0.00000000	0.00061775	0.00037835	0.00209184	0.00037132	0.00027713	0.00417244	0.00025350	0.00057129	0.00159751	0.00091336	0.00047870	0.00995429	0.00044203	0.00000000	0.00037713	0.00000000	0.00000000	0.00000000	0.00000000	0.00026469	0.00000000	0.00226845	0.00039969	0.00000000	0.00000000	0.00047293	0.00051035	0.00253205	0.00056215	0.00000000	0.00041782	0.00311452	0.00056758	0.00027224	0.00000000	0.00019971	0.01256881	0.00017138	0.00000000	0.00000000	0.00076412	0.00000000	0.00000000	0.00232103	0.00037835	0.00209186	0.00000000	0.00019982	0.00000000	0.01074083	0.02307068	0.00062697	0.00000000	0.00068802	0.00116465	0.00128622	0.00067035	0.00078060	0.00027065	0.00123603	0.00000000	0.00021844	
